longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink
GreenFILE,8gh,145040698,BPA and its analogues (BPS and BPF) modify the expression of genes involved in the endocrine pathway and apoptosis and a multi drug resistance gene of the aquatic midge Chironomus riparius (Diptera).,"Many countries are limiting the use of bisphenol A (BPA) because evidence shows it is dangerous to human health and wildlife. For the manufacturing of polycarbonate plastics, bisphenol S (BPS) and bisphenol F (BPF) are proposed as safer alternatives. They have already been released into the aquatic environment without previously available information about their potential adverse effects. In this study, we compared the effects of BPA, BPS and BPF exposure to the expression profile of genes involved in the endocrine pathway (EcR and E74), ecdysone metabolism (Cyp18a1 and Shadow), apoptosis (DRONC) and the multidrug resistance-associated protein 1 gene (MRP1) in the midge, Chironomus riparius (Diptera). The three toxicants increased Shadow expression, which is involved in ecdysone synthesis, but only BPF significantly altered Cyp18a1 , which is implicated in ecdysone degradation. BPS and BPF modified EcR and E74 expression; BPF upregulated the effector caspase DRONC. Furthermore, BPA significantly increased MRP1 expression. This study provides insights into the action of bisphenols at the molecular level and highlights the potential risks of BPS and BPF as BPA alternatives. Image 1 • The BPA analogous, BPS and BPF, are biologically active compounds that act as xenobiotics in C. riparius. • The physicochemical properties of BPS and 20E suggest a similar behaviour in their interaction with NRs. • The pro-apoptotic effect of BPS and BPF may be related to a reduced expression of MRP1. • BPA analogous affected the transcriptional activity and produced changes in apoptosis and stress processes in C. riparius. BPS and BPF are biologically active compounds triggering apoptosis and stress processes in Chironomus riparius.",20201001,"Morales, Mónica ; de la Fuente, Mercedes ; Martín-Folgar, Raquel",Article,Academic Journal,Oct2020:Part A,true,Environmental Pollution,Chironomus riparius ; Diptera ; Multidrug resistance-associated proteins ; Drug resistance ; Bioactive compounds,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,265,,10.1016/j.envpol.2020.114806,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=3a411c7c-9f0c-3fc5-ae69-71b457839e57
GreenFILE,8gh,149532979,Microplastics are a hotspot for antibiotic resistance genes: Progress and perspective.,,20210615,"Liu, Yi ; Liu, Wenzhi ; Yang, Xiaomei ; Wang, Jie ; Lin, Hui ; Yang, Yuyi",Article,Academic Journal,Jun2021,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,773,,10.1016/j.scitotenv.2021.145643,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=6c92cc36-9dd2-3417-9371-1e1d0ee798ad
GreenFILE,8gh,153093135,"Additive genetic variance for traits least related to fitness increases with environmental stress in the desert locust, Schistocerca gregaria.","Under environmental stress, previously hidden additive genetic variation can be unmasked and exposed to selection. The amount of hidden variation is expected to be higher for life history traits, which strongly correlate to individual fitness, than for morphological traits, in which fitness effects are more ambiguous. However, no consensual pattern has been recovered yet, and this idea is still debated in the literature. Here, we hypothesize that the classical categorization of traits (i.e., life history and morphology) may fail to capture their proximity to fitness. In the desert locust, Schistocerca gregaria, a model organism for the study of insect polyphenism, we quantified changes in additive genetic variation elicited by lifetime thermal stress for ten traits, in which evolutionary significance is known. Irrespective of their category, traits under strong stabilizing selection showed genetic invariance with environmental stress, while traits more loosely associated with fitness showed a marked increase in additive genetic variation in the stressful environment. Furthermore, traits involved in adaptive phenotypic plasticity (growth compensation) showed either no change in additive genetic variance or a change of moderate magnitude across thermal environments. We interpret this mitigated response of plastic traits in the context of integrated evolution to adjust the entire phenotype in heterogeneous environments (i.e., adaptiveness of initial plasticity, compromise of phenotypic compensation with stress, and shared developmental pathway). Altogether, our results indicate, in agreement with theoretical expectations, that environmental stress can increase available additive genetic variance in some desert locust traits, but those closely linked to fitness are largely unaffected. Our study also highlights the importance of assessing the proximity to fitness of a trait on a case‐by‐case basis and in an ecologically relevant context, as well as considering the processes of canalization and plasticity, involved in the control of phenotypic variation.",20211015,"Chapuis, Marie‐Pierre ; Pélissié, Benjamin ; Piou, Cyril ; Chardonnet, Floriane ; Pagès, Christine ; Foucart, Antoine ; Chapuis, Elodie ; Jourdan‐Pineau, Hélène",Article,Academic Journal,Oct2021,true,Ecology & Evolution (20457758),Biological fitness ; Desert locust ; Genetic variation ; Phenotypic plasticity ; Thermal stresses,JOUR,,,2045-7758,,,,,eng,Wiley-Blackwell,13947,13930,18,11,20,10.1002/ece3.8099,,FT2S,,https://research.ebsco.com/linkprocessor/plink?id=d75c8d48-3088-398c-a94a-9873ef893b90
GreenFILE,8gh,156029956,Can microplastics facilitate the emergence of infectious diseases?,,20220601,"Loiseau, Claire ; Sorci, Gabriele",Article,Academic Journal,Jun2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,823,,10.1016/j.scitotenv.2022.153694,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=0ecc940f-1c2f-3b5f-9022-7f7648dc9549
GreenFILE,8gh,157257623,Impact of the surrounding environment on antibiotic resistance genes carried by microplastics in mangroves.,,20220901,"Sun, Ruikun ; He, Lei ; Li, Ting ; Dai, Zhenqing ; Sun, Shengli ; Ren, Lei ; Liang, Yan-Qiu ; Zhang, Yueqin ; Li, Chengyong",Article,Academic Journal,Sep2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,837,,10.1016/j.scitotenv.2022.155771,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=97a14598-a6fb-33aa-9b27-09ef5cca0c75
GreenFILE,8gh,157744940,"Wastewater plastisphere enhances antibiotic resistant elements, bacterial pathogens, and toxicological impacts in the environment.",,20221001,"Junaid, Muhammad ; Liu, Shulin ; Liao, Hongping ; Liu, Xinyu ; Wu, Yan ; Wang, Jun",Article,Academic Journal,Oct2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,841,,10.1016/j.scitotenv.2022.156805,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=473ee36f-4c87-378e-8239-49b3bc09a2e5
GreenFILE,8gh,116344551,Comparison of methods for quantitating Salmonella enterica Typhimurium and Heidelberg strain attachment to reusable plastic shipping container coupons and preliminary assessment of sanitizer efficacy.,"Salmonellaserovars, one of the leading contributors to foodborne illness and are especially problematic for foods that are not cooked before consumption, such as fresh produce. The shipping containers that are used to transport and store fresh produce may play a role in cross contamination and subsequent illnesses. However, methods for quantitatively attached cells are somewhat variable. The overall goal of this study was to compare conventional plating with molecular methods for quantitating attached representative strains forSalmonellaTyphimurium and Heidelberg on reusable plastic containers (RPC) coupons, respectively. We attachedSalmonella entericaserovar Typhimurium ATCC 14028 and serovar Heidelberg SL486 (parent and an antibiotic resistant marker strain) to plastic coupons (2.54 cm2) derived from previously used shipping containers by growing for 72 h in tryptic soy broth. The impact of the concentration of sanitizer on log reductions between unsanitized and sanitized coupons was evaluated by exposing attachedS. Typhimurium cells to 200 ppm and 200,000 ppm sodium hypochlorite (NaClO). Differences in sanitizer effectiveness between serovars were also evaluated with attachedS. Typhimurium compared to attachedS. Heidelberg populations after being exposed to 200 ppm peracetic acid (PAA). Treatment with NaClO caused an average of 2.73 ± 0.23 log CFU ofS. Typhimurium per coupon removed with treatment at 200 ppm while 3.36 ± 0.54 log CFU were removed at 200,000 ppm. Treatment with PAA caused an average of 2.62 ± 0.15 log CFU removed forS. Typhimurium and 1.41 ± 0.17 log CFU forS. Heidelberg (parent) and 1.61 ± 0.08 log CFU (marker). Lastly, scanning electron microscopy (SEM) was used to visualize cell attachment and coupon surface topography. SEM images showed that remaining attached cell populations were visible even after sanitizer application. Conventional plating and qPCR yielded similar levels of enumerated bacterial populations indicating a high concordance between the two methods. Therefore, qPCR could be used for the rapid quantification ofSalmonellaattached on RPC.",20160901,"Shi, Zhaohao ; Baker, Christopher A. ; Lee, Sang In ; Park, Si Hong ; Kim, Sun Ae ; Ricke, Steven C.",Article,Academic Journal,2016,true,"Journal of Environmental Science & Health. Part B. Pesticides, Food Contaminants & Agricultural Wastes",Foodborne diseases ; Plastic recycling ; Plastic containers ; Sanitation ; Salmonella enterica serovar typhimurium ; Shipping containers,JOUR,,,0360-1234,,,,,eng,Taylor & Francis Ltd,608,602,7,51,9,10.1080/03601234.2016.1181905,,KO4,,https://research.ebsco.com/linkprocessor/plink?id=576b5e76-5ae2-3c97-97b2-dbed728bb9ca
GreenFILE,8gh,156396257,Alteration in microbial community and antibiotic resistance genes mediated by microplastics during wastewater ultraviolet disinfection.,,20220615,"Yang, Zeyuan ; Liu, Peng ; Wei, Haoyu ; Li, Huang ; Li, Jianlong ; Qiu, Xinran ; Ding, Rui ; Guo, Xuetao",Article,Academic Journal,Jun2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,825,,10.1016/j.scitotenv.2022.153918,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=11c083aa-674a-391d-b341-eae33501e983
GreenFILE,8gh,152044156,Exposure to heavy metal and antibiotic enriches antibiotic resistant genes on the tire particles in soil.,,20211020,"Ding, Jing ; Zhu, Dong ; Wang, Yang ; Wang, Hongtao ; Liang, Aiping ; Sun, Hongwei ; Chen, Qinglin ; Lassen, Simon Bo ; Lv, Min ; Chen, Lingxin",Article,Academic Journal,Oct2021,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,792,,10.1016/j.scitotenv.2021.148417,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=a2d6570f-a0b4-38d8-b09c-a575174170af
GreenFILE,8gh,127032456,Transcriptional activity of detoxification genes is altered by ultraviolet filters in Chironomus riparius.,"Ultraviolet (UV) filters are compounds used to prevent the damage produced by UV radiation in personal care products, plastics, etc. They have been associated with endocrine disruption, showing anti-estrogen activity in vertebrates and altering the ecdysone pathway in invertebrates. Although they have attracted the attention of multiple research teams there is a lack of data about how animals activate detoxification systems, especially in invertebrates. Here, analysis of the effects of two UV filters, benzophenone-3 (BP3) and 4-methylbenzylidene camphor (4MBC), on the transcriptional activity of nine genes covering the three steps of the detoxification process has been performed. Four cytochrome P450 genes belonging to different members of this family, five GST genes, and the multidrug resistance protein 1 (MRP1) gene were studied by RT-PCR to analyze their transcriptional activity in fourth instar larvae exposed to the UV filters for 8 and 24 h. The obtained results show a differential response with downregulation of the different Cyp450s tested by 4MBC while BP3 seems not to modify their expression. On the other hand, some of the GST genes were affected by one or other of the filters, showing a less homogenous response. Finally, MRP1 was activated by both filters but at different times. These results demonstrate for first time that UV filters alter the expression of genes involved in the different steps of the detoxification process and that they can be processed by phase I enzymes other than Cyp450s. They also suggest that UV filters affect biotransformation processes, compromising the ability of the individual to respond to chemical stress, so further research is needed to know the extent of the damage that they can produce in the resistance of the cell to chemicals.",20180301,"Martínez-Guitarte, José-Luis",Article,Academic Journal,Mar2018,true,Ecotoxicology & Environmental Safety,Ultraviolet radiation ; Insects ; Ultraviolet filters ; Chironomus riparius ; Effect of radiation on insects ; Biotransformation (Metabolism) ; Polymerase chain reaction ; Metabolic detoxification,JOUR,,,0147-6513,,,,,eng,Academic Press Inc.,71,64,8,149,,10.1016/j.ecoenv.2017.11.017,,L0E,,https://research.ebsco.com/linkprocessor/plink?id=6706c300-124b-35ce-a346-6e43bc721089
GreenFILE,8gh,174796788,"Environmental pitfalls and associated human health risks and ecological impacts from landfill leachate contaminants: Current evidence, recommended interventions and future directions.",,20240220,"Gunarathne, Viraj ; Phillips, Ankur J. ; Zanoletti, Alessandra ; Rajapaksha, Anushka Upamali ; Vithanage, Meththika ; Di Maria, Francesco ; Pivato, Alberto ; Korzeniewska, Ewa ; Bontempi, Elza",Article,Academic Journal,Feb2024,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,912,,10.1016/j.scitotenv.2023.169026,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=84ad8786-0081-39c3-a569-71e1770075b3
GreenFILE,8gh,152348789,Microbial colonizers of microplastics in an Arctic freshwater lake.,,20211115,"González-Pleiter, Miguel ; Velázquez, David ; Casero, María Cristina ; Tytgat, Bjorn ; Verleyen, Elie ; Leganés, Francisco ; Rosal, Roberto ; Quesada, Antonio ; Fernández-Piñas, Francisca",Article,Academic Journal,Nov2021,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,795,,10.1016/j.scitotenv.2021.148640,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=0e2733d9-7c91-31c4-b5a7-a38df60ccf27
GreenFILE,8gh,152633186,Microplastics deteriorate the removal efficiency of antibiotic resistance genes during aerobic sludge digestion.,,20211201,"Zhang, Zehao ; Liu, Huan ; Wen, Haiting ; Gao, Li ; Gong, Yanyan ; Guo, Wenshan ; Wang, Zhiyao ; Li, Xuan ; Wang, Qilin",Article,Academic Journal,Dec2021,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,798,,10.1016/j.scitotenv.2021.149344,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=7e04b66f-9684-3787-8940-06d43690c477
GreenFILE,8gh,155662580,Microplastics accumulation in mangroves increasing the resistance of its colonization Vibrio and Shewanella.,,20220515,"Tan, Baoyi ; Li, Yibin ; Xie, Huifeng ; Dai, Zhenqing ; Zhou, Chunxia ; Qian, Zhong-Ji ; Hong, Pengzhi ; Liang, Yanqiu ; Ren, Lei ; Sun, Shengli ; Li, Chengyong",Article,Academic Journal,May2022,true,Chemosphere,Vibrio ; Mangrove plants ; Shewanella ; Microplastics ; Drug resistance in bacteria,JOUR,,,0045-6535,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,295,,10.1016/j.chemosphere.2022.133861,,JQF,,https://research.ebsco.com/linkprocessor/plink?id=cfd7405b-a014-3af6-a2e8-ef6b1206f3ba
GreenFILE,8gh,119371870,"Power-line communications for smart grid: Progress, challenges, opportunities and status.","Power-line communications (PLC) have proven to be susceptible to the next-generation power transmission/distribution systems with end-to-end communication capability, considered as a revolutionary and evolutionary regime of existing power grids. More importantly, with recent advancements in PLC technological regulation, standardization and certification have spurred a lot of interest in the field of advanced communication and control technologies for heterogeneous networks. These advancements are expected to greatly enhance efficiency and reliability of future power systems with renewable energy resources, as well as distributed intelligence and demand response (DR) programs. As various national and international organizations have started to draw PLC regulations, standards and technologies for countries, these standards intend to determine important criteria such as bandwidth, modulation types, channel coding schemes, operating frequency and electromagnetic capability limits from fixed indoor/outdoor applications to smart grid (SG) applications. Depending on the worldwide PLC regulation, standardization and technological developments, security schemes built around them can become interoperable from a standard point of view, but still have incompatible configurations or different maturity levels, or include non-standardized PLC functions. Moreover, the PLC based systems/solutions for renewable energy integration, are also surveyed in terms of distributed-power system (DPS) and distributed energy resources (DERs) units monitoring/controlling and management purposes. Thus, a particular section is dedicated to PLC based systems/solutions utilization of renewable energy sources (RESs) in SG covering all aspects of a monotype and hybrid energy plants. Finally, the survey is carried on by reviewing the most recent and comprehensive articles to highlight the importance of PLC in a logical way in the smart grid for readers.",20170101,"Sharma, Konark ; Saini, Lalit Mohan",Article,Academic Journal,Jan2017,true,Renewable & Sustainable Energy Reviews,Smart power grids ; Distributed power generation ; Electric lines ; Electric power transmission ; Electromagnetic fields,JOUR,,,1364-0321,,,,,eng,Elsevier B.V.,751,704,48,67,,10.1016/j.rser.2016.09.019,,JK2,,https://research.ebsco.com/linkprocessor/plink?id=f463d9db-2d07-33f8-90d6-3493782575cc
GreenFILE,8gh,161081083,Microbiome enrichment from contaminated marine sediments unveils novel bacterial strains for petroleum hydrocarbon and heavy metal bioremediation.,"Petroleum hydrocarbons and heavy metals are some of the most widespread contaminants affecting marine ecosystems, urgently needing effective and sustainable remediation solutions. Microbial-based bioremediation is gaining increasing interest as an effective, economically and environmentally sustainable strategy. Here, we hypothesized that the heavily polluted coastal area facing the Sarno River mouth, which discharges >3 tons of polycyclic aromatic hydrocarbons (PAHs) and ∼15 tons of heavy metals (HMs) into the sea annually, hosts unique microbiomes including marine bacteria useful for PAHs and HMs bioremediation. We thus enriched the microbiome of marine sediments, contextually selecting for HM-resistant bacteria. The enriched mixed bacterial culture was subjected to whole-DNA sequencing, metagenome-assembled-genomes (MAGs) annotation, and further sub-culturing to obtain the major bacterial species as pure strains. We obtained two novel isolates corresponding to the two most abundant MAGs (Alcanivorax xenomutans strain-SRM1 and Halomonas alkaliantarctica strain-SRM2), and tested their ability to degrade PAHs and remove HMs. Both strains exhibited high PAHs degradation (60–100%) and HMs removal (21–100%) yield, and we described in detail >60 genes in their MAGs to unveil the possible genetic basis for such abilities. Most promising yields (∼100%) were obtained towards naphthalene, pyrene and lead. We propose these novel bacterial strains and related genetic repertoire to be further exploited for effective bioremediation of marine environments contaminated with both PAHs and HMs. [Display omitted] • Highly polluted sediments' microbiome enriched for PAH- and HM-remediating bacteria. • Two new Alcanivorax and Halomonas strains isolated show high bioremediation yields. • Metagenome assembly unveiled their novel genomic assets for PAH and HM remediation. • Possible use for efficient bioremediation of sites mixedly polluted by PAHs and HMs.",20230115,"Dell'Anno, Filippo ; Joaquim van Zyl, Leonardo ; Trindade, Marla ; Buschi, Emanuela ; Cannavacciuolo, Antonio ; Pepi, Milva ; Sansone, Clementina ; Brunet, Christophe ; Ianora, Adrianna ; de Pascale, Donatella ; Golyshin, Peter N. ; Dell'Anno, Antonio ; Rastelli, Eugenio",Article,Academic Journal,Jan2023,true,Environmental Pollution,Marine sediments ; Contaminated sediments ; Heavy metals ; Bioremediation ; Polycyclic aromatic hydrocarbons ; Plastic marine debris,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,317,,10.1016/j.envpol.2022.120772,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=4e99f826-0340-396b-97ac-9132d72aa690
GreenFILE,8gh,153623714,"Interactions of microplastics, antibiotics and antibiotic resistant genes within WWTPs.",,20220115,"Syranidou, Evdokia ; Kalogerakis, Nicolas",Article,Academic Journal,Jan2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,804,,10.1016/j.scitotenv.2021.150141,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=9fe274cb-0c31-3d6c-929f-d1dcac6ac52b
GreenFILE,8gh,145498920,"Source, occurrence, migration and potential environmental risk of microplastics in sewage sludge and during sludge amendment to soil.","Microplastics (MPs) are an emerging global pollutant. MPs research is mainly concentrated on water, with limited research on MPs in sewage sludge. MPs from various sources are collected into sewage and most of the MPs are trapped in the sludge during the sewage treatment process. Sludge is not only a sink of MPs, but also a source. Soil amendment with sludge provides nutrients into the soil, but it can also import substantial MPs into the soil, which has certain environmental risks. Therefore, we focused on the MPs in sludge and sludge-amended soil and conducted a literature review to summarize the sources, physical properties and fate of the MPs in sludge, as well as their separation, identification and statistical methods. MPs can accumulate in the soil, influence the properties of the soil, and also migrate, which might result in the pollution of deep soils and groundwater. In addition, the adsorption by MPs of heavy metals, organic pollutants, antibiotics and antibiotic resistance genes cannot be ignored as sewage sludge generally contains substantial concentrations of these pollutants. They can be adsorbed by the MPs and transferred into the soil with sludge amendment of soil. The combination and interaction of MPs with its adsorbed pollutants might increase environmental risk, further leading to possibility of them being uptaken by plants. The specific long-term risks to the environment caused by MPs in soil with sludge amendment require further exploration and investigation. Unlabelled Image • 60%–99% MPs from different sewage sources are detained in sludge. • Unified method for separation and statistical identification of sludge MPs required • MPs can adsorb heavy metals, organic pollutants, antibiotics and ARGs. • MPs in sludge have stronger ability to adsorb pollutants than original MPs. • Soil amendment with sludge containing MPs carries potential environmental risks.",20201110,"Gao, Ding ; Li, Xin-yu ; Liu, Hong-tao",Article,Academic Journal,Nov2020,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,742,,10.1016/j.scitotenv.2020.140355,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=95a5f06c-7394-30e9-8a14-b69212f8d341
GreenFILE,8gh,141776227,Incorporating environmental impacts into the economic evaluation of health care systems: Perspectives from ecological economics.,"• Health care generates significant environmental impacts. • These include GHG emissions, air pollution, and plastic and pharmaceutical waste. • These are negative externalities and should be included in economic evaluations. • This can be achieved through the use of shadow prices in costs. • Environmental impacts of overuse and antimicrobial resistance need more attention. Health care is responsible for a range of negative environmental impacts, including greenhouse gas emissions, air pollution, plastics waste, and pharmaceutical pollution of ecosystems through excretion and inappropriate disposal. Evidence on the scale of these impacts has been growing in high-income countries. To date, there has been only limited discussion of how environmental impacts might be incorporated into economic evaluations of health care programs, including health technology assessment. This paper considers why and how this aim might be achieved, using perspectives from both mainstream and ecological economics. There are strong arguments for using economic evaluation to internalise the negative environmental externalities currently being generated by health care, as well as precautionary arguments for health systems to better understand their exposure to their environmental impacts. The paper tests the feasibility of incorporating the costs of greenhouse gas emissions within costing for economic evaluation, and concludes that the use of shadow prices to achieve this aim is feasible. It suggests that this cost-based approach is preferable to more convoluted attempts to incorporate environmental impacts in the outcome component of health economic evaluations. The interaction between overuse, antimicrobial resistance and environmental harms of health care is identified as an area that would benefit from investigation using innovative economic methods.",20200301,"Hensher, Martin",Article,Academic Journal,Mar2020,true,"Resources, Conservation & Recycling",Environmental impact analysis ; Ecological economics ; Plastic scrap ; Plastic scrap recycling ; Environmental exposure ; Drug resistance in microorganisms ; Medical care,JOUR,,,0921-3449,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,154,,10.1016/j.resconrec.2019.104623,,3PN,,https://research.ebsco.com/linkprocessor/plink?id=d7e01afe-d169-341d-880c-1192570cb56c
GreenFILE,8gh,160330980,Short- and long-term single and combined effects of microplastics and chromium on the freshwater water flea Daphnia magna.,"• Exposure to MPs, Cr, and their combination caused significant deleterious effects and acute toxicity in D. magna. • Alterations in oxidative stress occurred in the groups treated with MPs and Cr alone and together. • Upon co-exposure to MPs, the Cr concentration, measured by ICP-OES, decreased, suggesting that MPs and Cr interact with each other. • A decrease in MP egestion via inhibition of P-gp activity in the MP-exposed groups, and MRP activity increased in some of the MP-exposed animals depending on Cr concentration. • MP exposure seemed to lead to the mitochondrial transcription dysfunction induced by Cr via sestrin-related mitochondrial biogenesis. In this study, we investigated the individual and combined effects of microplastics (MPs) and chromium (Cr) on the freshwater water flea Daphnia magna by measuring mortality, bioaccumulation, antioxidative response, multixenobiotic resistance activity, and sestrin-related mitochondrial biogenesis in short-term assays and in vivo endpoints including reproduction and adult survival rate in long-term assays. Exposure to MPs, Cr, and their combination caused significant deleterious effects and acute toxicity in D. magna. Alterations in oxidative stress occurred in the groups treated with MPs and Cr alone and together. However, upon co-exposure to MPs, the Cr concentration, measured by inductively coupled plasma optical emission spectroscopy, decreased, suggesting that MPs and Cr interact with each other. Based on enzymatic activities, we noted a decrease in MP egestion via inhibition of P-glycoprotein activity in the MP-exposed groups, and multidrug resistance–associated protein activity increased in some of the MP-exposed animals depending on Cr concentration. On the other hand, MP exposure seemed to lead to mitochondrial transcription dysfunction induced by Cr via sestrin-related mitochondrial biogenesis. Overall, these results indicate that co-exposure to MPs and Cr causes acute toxicity in D. magna but lacks the chronic toxicity (21 days) and mitochondrial dysfunction caused by Cr exposure alone.",20221201,"Jeong, Haksoo ; Lee, Young Hwan ; Sayed, Alaa El-Din H. ; Jeong, Chang-Bum ; Zhou, Bingsheng ; Lee, Jae-Seong ; Byeon, Eunjin",Article,Academic Journal,Dec2022,true,Aquatic Toxicology,Inductively coupled plasma atomic emission spectrometry ; P-glycoprotein ; Cladocera ; Daphnia magna ; Multidrug resistance-associated proteins ; Microplastics,JOUR,,,0166-445X,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,253,,10.1016/j.aquatox.2022.106348,,3HW,,https://research.ebsco.com/linkprocessor/plink?id=50c68190-697e-388b-a1ce-727f97ce2584
GreenFILE,8gh,153029967,Optimizing the bioplastic chemical building block with wastewater sludge as the feedstock using carbon-hydrogen-oxygen framework.,"• Wastewater sludge is producing volatile fatty acid (VFA) for bioplastic production. • Resources are optimized by creating an atomic carbon-hydrogen-oxygen framework. • NLP model is used to form interception networks integrating different chemical plants. • A biochemical symbiotic network demonstrates the exchange of VFA in an EIP. • Extended CHON framework is recommended for high protein (N atom) wastewater. The ever-growing production of non-recyclable plastic products causes plastic pollution to be the one of most pressing environmental issues. The transition of petrochemical-based plastic with eco-friendly biodegradable plastic has become the promising solution to overcome the plastic pollution crisis. Recent research addressed the production of polyhydroxyalkanoates (PHA), which is a class of bioplastic through the valorisation of wastewater sludge. However, the high production cost and limited process feasibility studies hinder the commercialisation of the waste-derived PHA synthesis process. Since there is a lack of exploration on material integration by implementing an industrial symbiosis network that could potentially enhance the sustainability of waste-derived PHA production, this paper proposes the optimisation of bioplastic production by creating a carbon-hydrogen-oxygen industrial symbiosis network (CHOSYN) to solve sludge management and resources consumption problem concurrently. The atomic targeting approach is used to benchmark the resources and waste discharge from the model. The findings indicate that the proposed process framework attains sustainability improvement in economic and environmental aspects as compared to the conventional PHA synthesis process. An optimal biorefinery eco-industrial park (EIP) design with the involvement of PHA production is presented and the implication of results obtained is also discussed in this article.",20220101,"Goh, Qi Hao ; Farouk, Amr A. ; Chew, IreneMei Leng",Article,Academic Journal,Jan2022,true,"Resources, Conservation & Recycling",Sewage sludge ; Biodegradable plastics ; Sludge management ; Plastics ; Sustainable development,JOUR,,,0921-3449,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,176,,10.1016/j.resconrec.2021.105920,,3PN,,https://research.ebsco.com/linkprocessor/plink?id=8d2a162e-5295-3d15-8c41-90f04c13f783
GreenFILE,8gh,157526380,Distinct bacterial communities and resistance genes enriched by triclocarban-contaminated polyethylene microplastics in antibiotics and heavy metals polluted sewage environment.,,20220920,"Zhao, Yifan ; Gao, Jingfeng ; Wang, Zhiqi ; Cui, Yingchao ; Zhang, Yi ; Dai, Huihui ; Li, Dingchang",Article,Academic Journal,Sep2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,839,,10.1016/j.scitotenv.2022.156330,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=1e287c7d-184f-3dfe-8a17-0f5006cce262
