Title,Abstract,Authors,DOI,Journal
Antimicrobial Effects Of Some Herbal Extracts Against Infectious Bacteria Isolated From Burn Wound,"Herbal compounds with antimicrobial effects are of major importance because of increasing antimicrobial resistance of pathogenic bacteria. In this study, we investigated the antimicrobial effects of Melissa officinalis L, Plantago major L, Orobancha crenata Forsk, Phoenix dactylifera, Ziziphus mauritiana, and Teucrium polium seed extracts on some human pathogenic bacteria isolated from burn wounds. Disk-diffusion antibiotic sensitivity testing, Minimum Inhibitory Concentration (MIC), and Minimum Bactericidal Concentration (MBC) were applied to assess the antibacterial activity of the extracts in comparison with tetracycline, as a control antibiotic. The extract of the Orobancha crenata showed stonger antibacterial effects than the other herbal extracts on Pseudomonas aeroginosa and Kelebsiela ponomoni. Staphylococcus aureus was the most sensitive one to the Ziziphus mauritiana nucleus extract compared with other herbs. According to the results of this study, it can be concluded that the extracts of some native plants of Iran can be an appropriate alternative to the existing antibiotics, applicable for prevention of burn infections.","Mohammadsadeghi S., Habibi H., Keshavarzi A., Malekpour A.",No DOI,Trends In Pharmaceutical Sciences
Building A Barrier In Solid-Dosage Drug Packaging,No Abstract,Forcinio H.,No DOI,Pharmaceutical Technology Europe
Risk Factors Of Emerging Multidrug Resistant Acinetobacter Baumannii In Burn Patients At Burn Unit Of Dr. Soetomo Hospital,"INTRODUCTION: Burn injury patients are at high risk of infection as a result of the nature of the burn injury itself, including prolonged hospital stays, antibiotics use, treatment procedures, etc. In this era, nosocomial infections caused by Acinetobacter baumannii (A.ba) have increased significantly. This study was conducted to investigate the micro-organism pattern and the risk factors for burn patients with multi-drug resistant (MDR) Acinetobacter baumannii (A.ba) in the Burn Unit at Dr. Soetomo Hospital. MATERIALS AND METHODS: We conducted a retrospective, observational study among burn patients with A.ba admitted to the Burn Unit at Dr. Soetomo Hospital from January 2020 to December 2021. Potential risk factors for MDR-A.ba were analysed by univariate and multivariate analysis. The patients diagnosed with MDR-A.ba wound infection were included in the case group. The patients diagnosed with non MDR, these are: (1) the patients isolated micro-organisms other than A.ba, (2) sterile isolates, and (3) the patients isolated as A.ba but not MDR, were included in the control group. RESULTS: A total of 120 burn patients were included in this study. During this study, 24% burn patients were found to have Acinetobacter baumannii and 79% (from 24% of Acinetobacter baumannii) had MDR-A.ba. According to univariate analysis, risk factors that significant were: Abbreviated Burn Severity Index (ABSI) (p = 0,002; OR: 6.10; CI: 1,68 - 21,57); hospital Length Of Stay (LOS) (p < 0,000; OR: 6.95; CI: 2,56 - 18,91) and comorbid (p = 0,006; OR: 3,72; CI: 1,44 - 9,58). But, after analysed by multivariate analysis, only ABSI was the significant factor (p = 0,010; OR: 1,70; CI: 1,23 - 2,36). CONCLUSION: Based on univariate analysis, the significant risk factors for MDR-A.ba were: ABSI, hospital length of stay and comorbid. But after adjusted by multivariate analysis, only ABSI was the significant factor.","Primasari M., Budi A.S., Hariani L., Kurniati N.D., Saputro I.D.",No DOI,The Medical Journal Of Malaysia
A Cross Sectional Point Prevalence Survey Of Antimicrobial Consumption In A Tertiary Care Facility,"Aim: A point prevalence survey study (PPS) of antimicrobial consumption in a tertiary care super-speciality hospital. Methods: This cross-sectional observational study was carried out in the Department of pharmacology, A. N. Magadh Medical College and Hospital, Gaya, Bihar, India, from November 2019 to August 2020, after taking the approval of the protocol review committee and institutional ethics committee. The study followed the standard guidelines of point prevalence survey (PPS) methodology as described by Global PPS of Antimicrobial Consumption and Resistance (version January 2019). Results: A total of 100 patient related data was collected in the designated survey form. Total beds covered were 200 and the number of patients on antimicrobials was found to be low at 20 %. The patients surveyed were predominantly female (80 %). The mean number of antimicrobials per patient was found to be 1.72 (range of 1.5 to 2.3) relatively low numbers of patients were found to be on 2 or more antimicrobials. Double gram negative and double anaerobic coverage of AM used varied across departments covered. Conclusion: The study was not only able to demonstrate the feasibility of conducting point prevalence survey in high patient volume and paper based medical record system but also generated the baseline intervention for evaluating the impact of future interventions.","Kumari A., Singh R.K.",No DOI,International Journal Of Pharmaceutical And Clinical Research
Environmental Factors Associated With Etiology Of Microbiologically Confirmed Reconstructive Breast Implant Infections: Impact On Clinical Management And Treatment,"Even if wide differences exist in the incidence of Gram-negative infections following breast cancer implant reconstructions (2-20%), its occurrence needs to be considered to optimize antibiotic therapy, which is usually directed towards Gram-positive cocci. There is a general notion on the possible source of Gram-negative microorganisms during outdoor activities. For this reason, we administered a specific questionnaire to infected patients to investigate this aspect. In 450 consecutive implant reconstructions between January 1, 2016 and March 31, 2018, 27 patients (6%) developed proven infection. For each patient, we collected age, tumor stage and recurrence, chemo/radiotherapy, infecting microorganism, fate of implant, type and duration of antibiotic treatment, and administered a questionnaire on exposure to contaminated environments. Twenty patients (74%) had Gram-positive and 7 (26%) had implants infected by Gram-negative agents. The two groups were homogeneous as regards age and no statistically significant difference was observed for other parameters. A significant difference was detected with regard to environmental risk factors in the Gram-negative group (p=0,049). Length of antibiotic therapy was longer in the Gram-negative patients (17.4 vs 11.05 days) and antibiotic treatment was ineffective in 43% of the Gram-negative group. Environmental factors may be an element to evaluate in order to improve patient management. Surveys on larger cohorts are warranted.","Franchelli S., Rossin A., Pesce M., Marchese A., De Maria A.",No DOI,The New Microbiologica
"Recalcitrant Hidradenitis Suppurativa: An Investigation Of Demographics, Surgical Management, Bacterial Isolates, Pharmacologic Intervention, And Patient-Reported Health Outcomes","Hidradenitis suppurativa (HS) is characterized by chronic inflammation, recurrent abscesses, and scarring. Surgery is performed when medical management and antibiotic therapy fails. This study sought to evaluate the demographics, surgical procedures, bacteriology, pharmacologic intervention, and quality of life of patients with recalcitrant HS requiring surgical intervention. A retrospective chart review was performed of 76 recalcitrant HS patients at the University of Illinois Medical Center. Patient demographics, bacterial culture, and surgery data were reviewed. Quality of life was assessed using the 36-item short-form health survey. Patients were mostly female (73.7%) and African American (81.6%) with a mean duration of symptoms of 8.6 years before surgery. Patients underwent at least one surgical procedure, most often to the axillae (57.6%) and 73.7 per cent received antibiotics. The most common culture isolates were Corynebacterium species (14.0%), Staphylococcus epidermidis (13.1%), and Staphylococcus aureus (10.4%) with varying resistance patterns. Surveyed patients had depressed 36-item short-form health survey physical functioning and social functioning scores. Recalcitrant HS patients with progressive symptomology over approximately nine years before surgical intervention were more likely to be African American women with axillary HS. Quality of life was diminished.We recommend initial treatment of HS with clindamycin and trimethoprim-sulfamethoxazole in clindamycin refractory cases.","Thomas C., Rodby K.A., Thomas J., Shay E., Antony A.K.",No DOI,American Surgeon
Use Of Antibiotics In Oral Surgery,"The discovery of antibiotics is still considered one of the greatest discoveries in medicine, which changed not only course of numerous infectious diseases but also improved all areas of medicine as well as dental medicine. We witness their importance and benefit every day. However, nowadays there is more and more talk about the resistance of bacteria to antibiotics, which has reached alarming proportions. This is supported by the fact that the World Health Organization has included the fight against resistance in it's priorities, and that the Council of Europe has adopted a resolution that aims to control the development and spread of resistance to antibiotics. Precisely for these reasons, it is very important to recognize which conditions require antibiotic therapy and which do not. Also, knowing the most common causes of inflammation of the orofacial area, as well as the clinical signs of this inflammation, we can choose the most suitable antibiotic in the appropriate dose and duration of therapy, and in this way, on the one hand, treat the inflammation, while on the other hand we can prevent the development of resistance. We must be aware of the fact that the resistance of bacteria to antibiotics does not result from the antibiotics themselves, but from their excessive and unjustified use as well as inadequate choice, dose and duration of antibiotic therapy.",Danić P.,No DOI,Acta Stomatologica Croatica
Embracing Life Project: Blending Clinical Cleft Expertise With Education And Research In The Middle East,"Background/Purpose: Over eleven years, we and our partners have performed cleft surgery in the West Bank, and developed a training program for local surgeons. Parallel to this educational model, we have established a clinical database to track surgical outcomes. This program is now being extended to Gaza, Lebanon, and Jordan. Methods/Description: Training program: Our model for surgical training includes identifying trainees from three surgical specialties (Otolaryngology (ENT), Oral Maxillofacial Surgery (OMFS), Plastic Surgery (PS) who are willing to participate in twice-a-year volunteer surgical trips (on average 50 cases per trip) in addition to on-going operations between trips with already-trained surgeons. Once the trainee has completed this 3-years training program, he/she is considered an independent surgeon; following an additional year of leadership training, the individual is considered a master surgeon, and is capable of training others. Operating Rooms: Early in our clinical work, we identified access to operating room space as a hurdle to the training process. In response to this need, we have opened a 2-room Cleft and Craniofacial Center in Ramallah, Palestine; and arranged access to Ahli Arabi Hospital in Gaza City, Gaza, to the Rosary Sisters Hospital in Irbid, Jordan, to Hamshari Hospital in Sidon, south Lebanon and to Safad Hospital in north Lebanon. Clinical Outcomes Research: In response to a need to perform longitudinal outcomes studies, in 2011 we developed the Palestinian Congenital Anomalies Database (PCAD), centered on a 700-question survey administered in colloquial Arabic to mothers of children with birth anomalies. Results: Over 11 years, we have trained 5 independent first generation surgeons (3 of whom are OMFS, 1 each in ENT and PS). Three of these 5 surgeons are now considered master surgeons (2 OMFS, 1 PS). We have initiated the training of 5 second generation surgeons (2 each in PS and ENT; one in OMFS). One of these surgeons lives and works in Gaza. We have completed 2750 cases with a single death (8 hours after surgery while on the pediatric ward). We have started the process of identifying trainees in Jordan and Lebanon, and will start the educational program at these sites within a year. PCAD has now collected full survey data on 575 patients. Data on speech outcomes after palate repair for our first generation surgeons are now being utilized as part of our educational program to improve surgical outcomes. Conclusions: A training program in the Middle East to teach cleft care can be designed across national boundaries, to provide high level care for children, on-goingtrainingofnew generationsofsurgeons,inconjunction with a clinical research arm to further improve clinical outcomes.","Van Aalst J., Zaru S., Amr R., Zawahrah H., Ayesh J., Halaby W., Hatab M.A., Jafar N.",No DOI,Cleft Palate-Craniofacial Journal
True Resistance To Local Anaesthetics: An Unusual Cause Of Failure,No Abstract,"Sleiwah A., Mcbride M., Dustagheer S.",No DOI,Irish Medical Journal
Bisphenol A Confers Resistance To Camptothecin Induced Cell Death In Mouse Embryonic Fibroblasts.,"Bisphenol A (BPA) is an endocrine disrupting compound used heavily in the production of consumer products, including plastics, thermal receipt paper, and epoxies. This led to extensive environmental contamination of BPA and continuous human exposure. A number of adverse health effects, including cancer, have been attributed to BPA exposure; however, the underlying mechanisms of these effects are still unknown. Recently, we demonstrated that BPA co-exposure with an oxidizing agent delayed the onset of DNA damage response and repair, improving cell survival after genotoxic stress. This suppression of DNA repair was not previously examined in other co-exposure studies and may be a potential mechanism by which BPA promote the development or progression of cancer. To better understand the promotion of cell survival by BPA after genotoxic stress, we investigated whether BPA alter cell sensitivity to camptothecin (CPT), a chemotherapeutic agent that creates DNA-protein crosslinks. Mouse embryonic fibroblasts (MEFs) are sensitive to CPT treatment; however, co-exposure with high dose of BPA showed a significant improvement in cell survival. To determine the mechanism of survival, we evaluated the ability of BPA to alter the induction of CPT-mediated DNA-topoisomerase I (Top1) crosslinks, which induce cell death. Interestingly, we observed a decrease in CPT-induced DNA-protein covalent complexes in cells co-exposed with BPA, despite the fact that BPA treatment, alone or with CPT, increased the protein levels of Top1 in cells. We are currently evaluating potential mechanisms by which BPA could alter Top1 recruitment and binding to DNA.","Sonavane M., Gassman N.R.",No DOI,Environmental And Molecular Mutagenesis
Risk Factors Of Emerging Multidrug Resistant Acinetobacter Baumannii In Burn Patients At Burn Unit Of Dr. Soetomo Hospital During January 2020 To December 2021,"Introduction: Burn injury patients are at high risk of infection as a result of the nature of the burn injury itself, including prolonged hospital stays, antibiotics use, treatment procedures, etc. In this era, nosocomial infections caused by Acinetobacter baumannii (A.ba) have increased significantly. This study was conducted to investigate the micro-organism pattern and the risk factors for burn patients with multi-drug resistant (MDR) Acinetobacter baumannii (A.ba) in the Burn Unit at Dr. Soetomo Hospital. Materials and Methods: We conducted a retrospective, observational study among burn patients with A.ba admitted to the Burn Unit at Dr. Soetomo Hospital from January 2020 to December 2021. Potential risk factors for MDR-A.ba were analysed by univariate and multivariate analysis. The patients diagnosed with MDR-A.ba wound infection were included in the case group. The patients diagnosed with non MDR, these are: (1) the patients isolated micro-organisms other than A.ba, (2) sterile isolates, and (3) the patients isolated as A.ba but not MDR, were included in the control group. Results: A total of 120 burn patients were included in this study. During this study, 24% burn patients were found to have Acinetobacter baumannii and 79% (from 24% of Acinetobacter baumannii) had MDR-A.ba. According to univariate analysis, risk factors that significant were: Abbreviated Burn Severity Index (ABSI) (p = 0,002; OR: 6.10; CI: 1,68-21,57); hospital Length Of Stay (LOS) (p < 0,000; OR: 6.95; CI: 2,56-18,91) and comorbid (p = 0,006; OR: 3,72; CI: 1,44-9,58). But, after analysed by multivariate analysis, only ABSI was the significant factor (p = 0,010; OR: 1,70; CI: 1,23-2,36). Conclusion: Based on univariate analysis, the significant risk factors for MDR-A.ba were: ABSI, hospital length of stay and comorbid. But after adjusted by multivariate analysis, only ABSI was the significant factor.","Primasari M., Budi A.S., Hariani L., Kurniati N.D., Saputro I.D.",No DOI,Medical Journal Of Malaysia
Noma Disease: 10 Years Of Research In The Quest Of A Microbial Etiology,"Introduction: Noma is a devastating ancient illness that causes severe facial disfigurement in >140,000 children every year mainly in Africa, South America and India. The cause of noma remains unknown but infection, oral hygiene and immune status likely all contribute. Objectives: Efforts have been deployed over the 2 past decades to identify microbial agents (fungal, bacterial and viral) responsible for noma. Methods: Research in the field of microbial identification has benefited from dramatic technical improvements. Until the late 90's culture based methods were predominantly used. More recently, culture-independent methods were used to identify bacteria in noma patients. We present three approaches used to study hundreds of gingival samples from noma patients and local control samples collected from villages near Zinder, Niger (Africa): large-scale cloning sequencing methods used at the beginning of 2000, high-density microarrays and high-throughput sequencing (HTS) devices. Results: Culture-based methods identified Fusobacterium necrophorum as the causative agent of noma, while culture-independent methods identify higher levels of Fusobacteriales in healthy controls. Cloning-sequencing strategies identify disequilibrium in microbial communities from noma patients particularly in Fusobacteria, Prevotella intermedia and Peptostreptococcus genus abundance. This was also detected in studies using semi-quantitative microarrays. More recently, the utilization of HTS provided a detailed analysis of microbial flora in noma patients and identified Clostridiales, Bacteroidales, and Spirochaetales as indicators of noma. Our epidemiological investigations excluded the possible role of viruses such as cytomegalovirus or morbillivirus as possible significant contributor of noma disease. Conclusion: Although we identify a unique distribution and composition of microbial communities in noma wound sites compared to unaffected samples from the same mouths and healthy controls, the etiology of noma disease remains elusive. Future studies should include longitudinal sampling in high risk areas and detailed exploration of microbiota before and during development of lesions.","Franc¸Ois P., Whiteson K., Baratti Mayer D., Schrenzel J., Pittet D.",No DOI,Antimicrobial Resistance And Infection Control
Frequency And Antimicrobial Susceptibility Pattern Of Microorganisms Isolated From Hospitalized Infantile Burn Cases In A Tertiary Care Hospital,"Objective: The aim of this study was to determine the frequency of organisms and their antimicrobial sensitivity pattern in infantile burn. Methods: This retrospective study was conducted at the plastic surgery, burn unit of Patel Hospital during period of 7 years from January 2007 to December 2013. Children aged one year or less at the time of admission were included in the study. SPSS 21 version was used for statistical analysis. Results: Total 789 pediatric burn patients were admitted in Patel Hospital during January 2007 to December 2013, in which 106 were infants. Eighty three (78.3%) infants had scald burn, 21 (19.8%) had fire burn and 2 (1.9%) had chemical burn. Out of 106 infantile burn cases, 28 (26.4%) had growth of organisms in wound cultures. Initially at the time of admission only 2 (7%) of infants had growth of organisms in wound cultures but on subsequent cultures the growth of organisms increased. Single organism was isolated in wound cultures of 9 (32.1%) patients, while two organisms were found in 8 (28.6%) and three organisms were found in 11 (39.3%) infants. The commonest organisms present both in scald and fire burn were Staphylococcus aureus 17 (60.7%) followed by Acinetobacter species 14 (50%) and Pseudomonas aeruginosa 13 (46.4%) respectively. If we see the sensitivity pattern, Staphylococcus aureus was 100% sensitive to vancomycin and linezolid followed by fusidic acid 47%. If we see the culture and sensitivity pattern of Pseudomonas aeruginosa, Acinetobacter species and Klebsiella species all were 100% sensitive to polymyxin B. While Providencia species and Proteus species were 100% sensitive to cefoperazone + sulbactam and meropenem. Conclusion: This study high lights that Staphylococcus aureus, Acinetobacter species and Pseudomonas aeruginosa are the common organisms in infantile burn. While vancomycin and polymyxin B are the effective empirical therapy in our setup. Antibiotic resistance due to inappropriate use of drugs is a common finding in our environment and medical staff must be educated regarding the rational use of antibiotics. Wound swabs should be performed in all cases.","Mehdi S.Z., Akber J.U.D., Nizam M., Dawood K., Buksh A.R.",No DOI,Pakistan Paediatric Journal
Antimicrobial Activity Of Starch-Based Biodegradable Antimicrobial Films Incorporated With Biosynthesized Silver Nanoparticles Against Multiple Drug-Resistant Staphylococcus Aureus Food Isolates,"This study was conducted to determine the antimicrobial activity of starch-based biodegradable antimicrobial films incorporated with biosynthesized silver nanoparticles (Ag-NPs) against multiple drug-resistant Staphylococcus aureus food isolates. Herein, the in-vitro antimicrobial activities of Origanum marjorana (OM) leaf extract, OM essential oil, OM nano-emulsion, chemically synthesized Ag-NPs (chem-Ag-NPs), and OM-based biosynthesized Ag-NPs (bio-Ag-NPs) using OM extracts were determined against a cocktail of three pathogenic Staphylococcus (S.) aureus strains isolated from meat products, using the agar well diffusion assay (AWDA). Afterward, homemade starch-based biodegradable antimicrobial films (SBAF) were incorporated with the suitable antimicrobials, based on AWDA and preliminary experiments, and investigated for their an-timicrobial properties against S. aureus cocktail through the disc diffusion assay (DDA). The obtained results showed that in WDA, bio-Ag-NPs (1mM) had a significantly higher antimicrobial activity than chem-Ag-NPs (1mM), with inhibition zones accounting for 23 and 19mm, respectively. Whereas both types of nanoparticles were significantly more potent in their antimicrobial properties than different concentrations of OM extract, essential oil, and nano-emulsion (p<0.05). In concern to SBAF incorporated with antimicrobials, SBAF incorporated with chem-Ag-NPs (SBAF/chem-Ag-NPs) showed a significantly stronger antimicrobial effect than SBAF incorporated with bio-Ag-NPs (SBAF/bio-Ag-NPs) in the DDA, while both types of films produced significantly larger zones of inhibition than other antimicrobials (p<0.05). These homemade biodegradable films incorporated with bio-Ag-NPs could be a good alternative to petroleum-based packaging (plastic) in food packaging applications and meanwhile improve food safety and quality. Further studies investigating the effectiveness of these films on bacterial isolates inoculated in real food samples are suggested.","Ahmed O.A.M., Khalafalla F.A., Ali F.H.M., Hassan A.H.A.",No DOI,Journal Of Advanced Veterinary Research
Analysis Of Skin Graft For Bacterial Infection In A Tertiary Health Care Centre,"An intact human skin surface is vital to the preservation of bodily fluid homeostasis, thermoregulation, and the host's protection against infection. Any breach in the skin will lead to compromise in health and well-being of the patient, successful skin grafting is the key to patient survival. But most of the times transplant recipients are predisposed to wide variety of bacterial, viral, fungal and parasitic infections because of immunosuppressant's administration there by prolonging the duration of wound healing. Our objective is to analyze the periodic bacterial infection that occurs in skin graft patients and to evaluate anti-microbial susceptibility testing on the bacteria isolated from the skin graft infection. 300 swabs from 50 skin graft cases were collected from the patients admitted in plastic surgery unit of S.S. Institute of Medical Sciences and Research Centre, Davangere. Periodic swabs were taken on Day 0, week 1, week 2, week 3, week 4 and week 5. The isolates were identified by standard microbiological techniques and antimicrobial susceptibility testing was done as per CLSI guidelines. Detection of Extended-spectrum beta-lactamase (ESβL), Metallo-β-lactamase (MβL) and Amp C-type β-lactamase were done according to standard guidelines. The tissue defects were grouped according to the cause as follows: vascular ulcers (9.2%), burns (14.5%), traumatic tissue defects (36.6%), and flap donor-site defects (39.7%). Pseudomonas aeruginosa was isolated in 38.9% of the cases followed by Klebsiella pneumoniae in 25.9% cases, Staphylococcus aureus in 18.5% of cases. Other organisms isolated are E.coli, Streptococcus pyogenes, CoNS, Acinetobacter baumannii. In all the cases, the preoperative evaluation indicated an adequate wound-bed preparation. However, graft loss secondary to infection was recorded in 12 patients (24%) and more common in grafts applied to the lower extremities ulcers in case of diabetic foot or when performed at multiple sites in case of burn infections. All the isolates were multi drug resistant. Among Gram negative bacteria, 17.9% were ESβL, 7.7% were AmpC and 21.6% were MβL producers. Pseudomonas aeruginosa was the predominant ESβL and MβL producer. 40% of the isolates were MRSA producers as skin transplant infection being a major problem, it becomes important to detect the specific pattern of graft microbial colonization and the antimicrobial sensitivity profiles so to reduce graft rejection.","Vinodkumar C.S., Hegde S.V., Mayuri K.S., Bandekar N., Chethan Kumar S., Basavarajappa K.G.",No DOI,International Journal Of Pharma And Bio Sciences
Introducing A New Device To Measure Femoral Canal Length In Reconstructive Surgery Of Cruciate Ligament Of Knee,"Background and purpose: Locating and measuring the length of the distal femoral canal is a very important stage in reconstructive surgery of anterior and posterior cruciate ligament rupture in knee. Sometimes it is difficult or impossible to measure it in some patients. To resolve this problem, a measuring tool called the Measuring Instrument of the Length of the Femoral Canal (Satkr) was designed and registered in Iranian patent office. The instrument was designed to measure the length of the femoral canal before creating any canal in distal femur (therefore, enabling surgeons to change it if it was not calculated properly). Materials and methods: In this comparative cross sectional study, a part from Satkr, two other instruments which are commonly used in reconstructive surgery of knee ligaments including a 4.5 graded Reamer and a depth gauge that is the final confirming tool for measuring the length of the canal were applied to 50 patients of both sexes. According to the operating techniques, measures of the length of the canal were separately written and statistical differences were recorded in two-sided way. Results: Data indicated significant differences between the scores of Reimer, depth gauge and Satkr (P=0.004). Conclusion: According to this study, Satkr had significantly less errors compared to Reamer. Thus, it can be claimed that the measurements obtained by Satkr are more precise than measurements obtained by other measuring tools.","Dehghanirad P., Nayersabeti S.P., Mirbolook A., Asadi K., Sheykhi A., Davoodi L., Moaydahmadi B., Moayedahmadi B., Mousavi M.",No DOI,Journal Of Mazandaran University Of Medical Sciences
Role Of Circular Rna In Melanoma Development: A Mini Review,"The Malignant melanoma, a tumor derived from melanocytes, shows severe drug resistance and prompt metastasis, causing a serious threat to human health. Emerging evidence indicates that circular RNAs are widely expressed in mammals and play crucial role in tumorigenesis by regulating micro RNA, downstream gene expression and protein production. The role of circular RNA in pathogenesis of melanoma has been recently reported and highlighted. This review makes and attempt to provide a better insight in to the role of circular RNA in melanoma.","Zhibing C., Junjie C., Qingbiao W., Qiang H., Shuang F., Mei H., Chen X., Ying C.",No DOI,Indian Journal Of Pharmaceutical Sciences
Plastic Antibodies For Virus Detection- Vlp Model,"Viral detection is a rapidly growing field owing to its increasing prevalence and ongoing evolution of viral variants and drug resistance. Molecular imprinting technology, made possible to produce tailormade artificial receptors, also called plastic antibodies. The molecular imprinting process involves three main steps: self-assembly of template with functional monomer molecules, polymerization of tem plate-monomer complex, and template removal. The last step enables the unveiling of the binding cavities that are specific to the imprinted molecule and allows its rebinding. In this under development work, we use Qβ VLP's, which mimic viral particles, with dopamine as monomeric structures to make the imprinting sites on commercially available carbon screen printed electrodes (SPE). Using electrochemical impedance spectroscopy and fitting the Nyquist plots with a Randall's circuit, it is possible to follow and quantify (Ω) the modifications on SPEs. VLP's are embedded into a 0.5mM dopamine monomeric solution and polymerization is electrochemically induced. The removal step is being optimized using a 0.6M Urea solution. Vlp's template rebinding step promotes surface charge differentiation that is seen in the impedance spectra at VLP concentration of 100pg/mL. Although sensor has shown sensitivity, sensor assembly still requires optimization due to unspecific adsorption of VLp's in the polymeric matrix. Overall, this is a re-emerging technology now made possible due electronics advance. Measurements can be performed in situ with hight accuracy and giving immediate results.","Costa J., Sales G., Voguel M., Bachmann M.",No DOI,Swiss Medical Weekly
Immune Modulation Of Macrophage Polarization Alleviates The Immunopathogenesis That Occurs During Pulmonary Pneumocystis Pneumonia,"Rationale: The fungicidal immune response during Pneumocystis pneumonia depends on the adaptive immune cells; however macrophages act as one of the major effector cells in the lung. They are broadly classified as M1-polarized macrophages with fungicidal properties and alternatively activated M2 macrophages with anti-inflammatory function. The aim of this study is to investigate the immune responses induced by macrophages and the implications of macrophage polarization in the immunotherapeutic intervention of Pneumocystis pneumonia Methods: We used a rat model of pulmonary Pneumocystis infection. At selected times, groups of animals were sacrificed and tissues harvested for: histology to assess the inflammation by Hematoxylin and Eosin (H&E) staining, flow-cytometry to check the leukocyte profile, real-time PCR and western blot analyses to compare the gene expression patterns of M1 and M2 marker genes. The Pneumocystis carinii (Pc) burden was quantified by real-time PCR using primers amplifying its large mitochondrial subunit. Similar analyses were performed in vitro using bone marrow-derived and alveolar macrophages in the presence and absence of IFN and IL4 as secondary stimuli after Pc infection. Results: Firstly, we evaluated the kinetics and found a steady increase in the ratio of iNOS (M1) to Arg-1 (M2) levels illustrating an in vivo pulmonary M1 macrophage polarization status upon Pc infection. This correlated with the increase in inflammation and an increase in the recruitment of alveolar macrophages to the Pc-infected lungs. To show that M1 polarization of macrophages upon Pc infection is a phenomenon intrinsic to macrophages and is not influenced by other cell types, we tested and confirmed the increase in M1 macrophage response using rat bone marrow-derived and alveolar macrophages in vitro. Next, we tested whether the polarity of the Pc-stimulated and M1-polarized macrophages can be reversed by an alternative cytokine stimulus. Interestingly, we observed an overall reversal in the polarity of Pc-stimulated macrophages to that of a M2 at both the mRNA and protein levels upon secondary stimulation with IL4. Conclusion: Collectively, these data indicate that macrophages differentiate to that of a M1-phenotype both in vitro and in vivo upon Pc infection. By utilizing the plastic nature of macrophages, we further demonstrated that the M1 response induced by Pc infection could be reversed given alternative stimulus. Currently, we are investigating whether adoptive transfer of in vitro-polarized M2 macrophages in a rat model of Pneumocystis pneumonia may serve as potential cellular immunotherapy in the alleviation of excessive inflammatory responses caused during Pneumocystis pneumonia.","Nandakumar V., Hebrink D., Jenson P., Limper A.H.",No DOI,American Journal Of Respiratory And Critical Care Medicine
Endoscopic Treatment In Painful Chronic Pancreatitis,"The goal of endoscopic treatment is to drain the pancreatic duct, reduce the frequency and severity of pain and resolve local complications of the disease. Pain is the main symptom in patients with chronic pancreatitis. The endoscopic treatment is minimally invasive and it can be successfully repeated in cases of pain relapses, which are resistant to common analgesics. The endoscopic treatment combines several procedures, to restore drainage of the main pancreatic duct: pancreatic sphincterotomy, extraction of pancreatic stones, pancreatic and biliary stenting, the drainage of pseudocysts with conventional endoscopy or with endoscopic ultrasound (EUS). Ductal stone clearance can be a very challenging procedure, depending on the stones location, size, consistency and presence of the associated ductal strictures. The stricture dilation, intraductal lithotripsy and major/minor papilla sphincterotomy may be helpful in some cases. In non-cephalic large stones (> 5 mm), extracorporeal shock-wave lithotripsy (ESWL) alone or in combination with the endoscopic treatment is recommended. Single or simultaneous, multiple, side-by-side plastic pancreatic duct stents are effective for the management of pancreatic strictures, duct leaks, and disruptions. Several studies have showed the efficiency of pancreatic metallic stents, but unfortunately with a short-time follow-up. The endotherapy efficacy is comparable with surgery, with a higher success rate in properly selected patients and with a low morbidity. It can be repeated and performed independently regardless of the patient's age. In some cases, it may be considered as a “bridge” to subsequent surgery. Several studies have compared the short-term and long-term outcomes of surgical treatment vs. endoscopic treatment in patients with chronic pancreatitis [1]. Some studies showed the long-term results of surgical treatment are better than endoscopic treatment in patients with dilated pancreatic duct, stones or strictures [2]. The success of endotherapy in biliary drainage in chronic pancreatitis (CP) is poor in most of the published series, with a 10-33% rate of stricture resolution. The choice between endoscopic and surgical drainage should be taken according to medical center expertise, patient co-morbidities and compliance to repeat endoscopic procedures. Multiple simultaneous plastic stents have had better results comparing with single biliary plastic stenting. Recent data shows good results using covered expandable metal stents. In our experience, biliary drainage was successful in 74.29% of patients during a median follow-up period of 15 months. Surgery remains the option for treatment if endoscopic treatment is not successful, in patients with high surgical risk or a suspect pancreatic inflammatory mass. The management of pain in patients with chronic pancreatitis is a therapeutical challenge and must be approached via an interdisciplinary collaboration team. The initial approach should be minimal endoscopic treatment. Due to the increased risk of complications and higher costs, additional endoscopic treatment and surgical intervention should be reserved for cases which have no response to the minimal endoscopic treatment.","Tantau M., Mandrutiu A., Tantau A.",No DOI,Journal Of Gastrointestinal And Liver Diseases
