Title,Abstract,Authors,DOI,Journal
Metagenomic Insights Into Environmental Risk Of Field Microplastics In An Urban River,"Microplastics (MPs) are emerging as anthropogenic vectors for the colonization and transportation of microbial communities in aquatic ecosystems. However, the composition of the microbiome and its environmental risk on field MPs at watershed scale has rarely been explored. Here, geographical distributions of microbiome, antibiotic resistance genes (ARGs) and virulence factors (VFs) on field MPs at watershed scale were characterized and their potential environmental risks were evaluated based on the data from metagenomic analyzes. The succession of microbial communities on MPs was observed along the watershed, and some ARGs and VFs were significantly enriched on MPs in urban region in comparison with rural region. Potential environmental risk of MPs conducted by Projection Pursuit Regression model in midstream (peri-urban region) and downstream (urban region) were significantly higher than that in upstream (rural region), and exhibit close relationships with MPs concentration and water velocity. Furthermore, our source tracking results demonstrated that the microbiome, ARGs and VFs in urban region MPs were largely derived from rural region MPs. Our results caution us that special attention should be paid to the risks posed by MPs in urban water bodies, and highlight the threat of MPs from rural upstream areas.","Li R., Zhu L., Wang Y., Zhu Y.-G.",10.1016/j.watres.2022.119018,Water Research
"Microplastic Biofilm, Associated Pathogen And Antimicrobial Resistance Dynamics Through A Wastewater Treatment Process Incorporating A Constructed Wetland","Microplastics in wastewater are colonized by biofilms containing pathogens and antimicrobial resistance (AMR) genes that can be exported into receiving water bodies. This study investigated establishment and changes in microplastic-associated biofilm and AMR during a conventional full-scale 2100 population equivalent wastewater treatment process combined with a free water surface polishing constructed wetland. Sequential microplastic colonization experiments were conducted at different stages of the wastewater treatment process, including in raw sewage, treated effluent and the constructed wetland. Two scenarios were tested in which the constructed wetland served as either (i) a polishing step or (ii) as primary recipient of sewage inoculated microplastics. Bacterial 16S rRNA gene sequencing was carried out for qualitative bacterial community analysis. qPCR was applied for quantitative analysis of AMR genes (sul1, ermB, tetW, intiI1), bacterial biomass (16S rRNA) and a human fecal marker (HF183). Microbial diversity on microplastics increased with incubation time. The initial sewage-derived biofilm composition changed more significantly in the wastewater effluent compared to the constructed wetland. Pathogen and AMR load decreased by up to two orders of magnitude after coupled conventional and constructed wetland treatment, while less impact was observed when sewage-inoculated microplastic material was directly transferred into the constructed wetland. Aeromonas, Klebsiella, and Streptococcus were key pathogenic genera correlated with AMR in microplastic-associated biofilms. Despite decreasing trends on human pathogens and AMR load along the treatment process, microplastic-associated biofilms were a considerable potential hotspot for AMR (intI1 gene) and accommodated Cyanobacteria and fish pathogens.","Bydalek F., Webster G., Barden R., Weightman A.J., Kasprzyk-Hordern B., Wenk J.",10.1016/j.watres.2023.119936,Water Research
Polyethylene Terephthalate Microplastic Fibers Increase The Release Of Extracellular Antibiotic Resistance Genes During Sewage Sludge Anaerobic Digestion,"Microplastic fibers (MFs), as the most frequently detected microplastic shape in sewage sludge, have posed emerging concern for sludge treatment and disposal. However, the effect of MFs on antibiotic resistance genes (ARGs), especially extracellular ARGs (eARGs) during sludge treatment remains far from explicit. Therefore, this study investigated the potential impact of MFs on eARGs during sludge anaerobic digestion (AD), a commonly used sludge treatment method, through long-term operation. The qPCR results showed that both absolute and relative abundances of eARGs increased with the MFs exposure during sludge AD. The average absolute and relative abundances of eight tested eARGs in the AD reactor with the highest MFs dosage (170 items/gTS) were 1.70 and 2.15 times higher than those in the control AD reactor. The metagenomics results further comfirmed the increase of eARGs abundance during sludge anaerobic digestion after MFs exposure and the enhancement did not show significant selectivity. The identification of the potential hosts of eARGs suggested the host numbers of eARGs also increased with MFs exposure, which may suggest enhanced horizonal transformation as a result of increased eARGs. Further exploring the mechansims showed that the genes involved in type IV secretion system was upregulated after MFs exposure, suggesting the active release of eARGs was enhanced with MFs exposure. In contrast, the MFs may not affect the passive release of eARGs as its impact on cell membrance damage was insignificant. The enhanced eARGs in sludge AD process may further accelerate the transport of ARGs in environment, which should be considered during sludge treatment and disposal.","Zhang L., Sun J., Zhang Z., Peng Z., Dai X., Ni B.-J.",10.1016/j.watres.2022.118426,Water Research
Dynamic Impact Of Polyethylene Terephthalate Nanoplastics On Antibiotic Resistance And Microplastics Degradation Genes In The Rhizosphere Of Oryza Sativa L.,"This study examined the effects of polyethylene terephthalate (PET) nanoplastics on the rhizosphere of Oryza sativa L., focusing on dynamic changes and interactions among microbial communities, antibiotic resistance genes (ARGs) and microplastic degradation genes (MDGs). PET exposure altered the structure and function of soil microbial, enabling specific microbial groups to thrive in polluted environments. High-dose PET treatments markedly increased the abundance and dissemination of ARGs, primarily via resistance mechanisms such as antibiotic efflux and target alteration. By providing additional carbon sources and surfaces for microbial attachment, PET stimulated the growth of microorganisms harboring MDGs, resulting in an increase in MDGs abundance. The elevated expression of MDGs facilitated the propagation of ARGs, with overlapping host microorganisms suggesting that certain microbial groups exhibit dual metabolic capabilities, enabling them to endure both antibiotic and microplastic pressures. Toxic byproducts of microplastic degradation, such as mono-ethylhexyl phthalate, further promoted ARGs dissemination by increasing horizontal gene transfer frequency. Structural equation modeling revealed that PET indirectly influenced ARGs and MDGs expression by altering soil C/N ratio, available phosphorus, and enzyme activities. Thus, nanoscale PET exacerbates ecological risks to soil microbial communities by driving co-propagation of ARGs and MDGs, highlighting the persistent threat of composite pollution to agroecosystems.","Li Y., Qin W., Xin X., Tang C., Huang Y., He X., Chen L., Yu G., Yu F.",10.1016/j.jhazmat.2025.137173,Journal Of Hazardous Materials
Multiomics Analysis Of The Effects Of Manure-Borne Doxycycline Combined With Oversized Fiber Microplastics On Pak Choi Growth And The Risk Of Antibiotic Resistance Gene Transmission,"In this study, oversized microplastics (OMPs) were intentionally introduced into soil containing manure-borne doxycycline (DOX). This strategic approach was used to systematically examine the effects of combined OMP and DOX pollution on the growth of pak choi, analyze alterations in soil environmental metabolites, and explore the potential migration of antibiotic resistance genes (ARGs). The results revealed a more pronounced impact of DOX than of OMPs. Slender-fiber OMPs (SF OMPs) had a more substantial influence on the growth of pak choi than did coarse-fiber OMPs (CF OMPs). Conversely, CF OMPs had a more significant effect on the migration of ARGs within the system. When DOX was combined with OMPs, the negative effects of DOX on pak choi growth were mitigated through the synthesis of indole through the adjustment of carbon metabolism and amino acid metabolism in pak choi roots. In this process, Pseudohongiellaceae and Xanthomonadaceae were key bacteria. During the migration of ARGs, the potential host bacterium Limnobacter should be considered. Additionally, the majority of potential host bacteria in the pak choi endophytic environment were associated with tetG. This study provides insights into the intricate interplay among DOX, OMPs, ARGs, plant growth, soil metabolism, and the microbiome.","Chen J.-Y., Niu S.-H., Li H.-Y., Liao X.-D., Xing S.-C.",10.1016/j.jhazmat.2024.134931,Journal Of Hazardous Materials
Microplastics And Chemical Leachates From Plastic Pipes Are Associated With Increased Virulence And Antimicrobial Resistance Potential Of Drinking Water Microbial Communities,"There is increasing recognition of the potential impacts of microplastics (MPs) on human health. As drinking water is the most direct route of human exposure to MPs, there is an urgent need to elucidate MPs source and fate in drinking water distribution system (DWDS). Here, we showed polypropylene random plastic pipes exposed to different water quality (chlorination and heating) and environmental (freeze-thaw) conditions accelerated MPs generation and chemical leaching. MPs showed various morphology and aggregation states, and chemical leaches exhibited distinct profiles due to different physicochemical treatments. Based on the physiological toxicity of leachates, oxidative stress level was negatively correlated with disinfection by-products in the leachates. Microbial network analysis demonstrated exposure to leachates (under three treatments) undermined microbial community stability and increased the relative abundance and dominance of pathogenic bacteria. Leachate physical and chemical properties (i.e., MPs abundance, hydrodynamic diameter, zeta potential, total organic carbon, dissolved ECs) exerted significant (p < 0.05) effects on the functional genes related to virulence, antibiotic resistance and metabolic pathways. Notably, chlorination significantly increased correlations among pathogenic bacteria, virulence genes, and antibiotic resistance genes. Overall, this study advances the understanding of direct and indirect risks of these MPs released from plastic pipes in the DWDS.","Yang X., Zhou Y., Xia R., Liao J., Liu J., Yu P.",10.1016/j.jhazmat.2023.132900,Journal Of Hazardous Materials
Different Infection Profiles And Antimicrobial Resistance Patterns Between Burn Icu And Common Wards,"Infection is the leading cause of complications and deaths after burns. However, the difference in infection patterns between the burn intensive care unit (BICU) and burn common wards (BCW) have not been clearly investigated. The present study aimed to compare the infection profile, antimicrobial resistance, and their changing patterns in burn patients in BICU and BCW. Clinical samples were analyzed between January 1, 2011, and December 31, 2019, in the Institute of Burn Research in Southwest China. The patient information, pathogen distribution, sources, and antimicrobial resistance were retrospectively collected. A total of 3457 and 4219 strains were detected in BICU and BCW, respectively. Wound secretions accounted for 86.6% and 44.9% in BCW and BICU, respectively. Compared with samples in BCW, samples in BICU had more fungi (11.8% vs. 8.1%), more Gram-negative bacteria (60.0% vs. 50.8%), and less Gram-positive bacteria (28.2% vs. 41.1%). Acinetobacter baumannii were the most common pathogen in BICU, compared with Staphylococcus aureus in BCW. S. aureus was the most frequent pathogen in wound secretions and tissues from both BICU and BCW. However, A. baumannii were the first in blood, sputum, and catheter samples from BICU. Overall, the multidrug-resistance (MDR) rate was higher in BICU than in BCW. However, the gap between BICU and BCW gradually shortened from 2011 to 2019. The prevalence of MDR A. baumannii and Klebsiella pneumonia significantly increased, especially in BCW. Furthermore, Carbapenem resistance among K. pneumoniae significantly increased in BICU (4.5% in 2011 vs. 40% in 2019) and BCW (0 in 2011 vs. 40% in 2019). However, the percentage of MDR P. aeruginosa sharply dropped from 85.7% to 24.5% in BICU. The incidence of MRSA was significantly higher in BICU than in BCW (94.2% vs. 71.0%) and stayed at a high level in BICU (89.5% to 96.3%). C. tropicalis and C. albicans were the two most frequent fungi. No resistance to Amphotericin B was detected. Our study shows that the infection profile is different between BICU and BCW, and multidrug resistance is more serious in BICU than BCW. Therefore, different infection-control strategies should be emphasized in different burn populations.","Gong Y., Peng Y., Luo X., Zhang C., Shi Y., Zhang Y., Deng J., Peng Y., Luo G., Li H.",10.3389/fcimb.2021.681731,Frontiers In Cellular And Infection Microbiology
The Characteristics Of The Novel Bacterial Strain Pseudomonas Mendocina Isolated From Freshwater Aquaculture Farm,"Plastic contamination can cause damage to the water quality of fish farm ponds, and also affect the quality of the final product. Pseudomonas mendocina was found to biodegrade plastics. Our study aimed to investigate the physicochemical properties and drug resistance of P. mendocina isolated from local freshwater aquaculture farms. Firstly, the strain was isolated from aquaculture water and then identified by matrix-assisted flight mass spectrometry and 16S rDNA sequencing. Then, biochemical and antibiotic resistance analyses were performed, and a microbial high-throughput growth detector was used to assess the growth of the strain. Finally, PCR and proteomics analyses were conducted to determine drug-resistance-related genes/proteins. According to the results of the spectrum diagram and sequencing, the isolated bacteria were identified as P. mendocina, and were positive for reactions of ADH, MTE, LAC, MNE, FRU, CIT, MLT, ONPG, and ACE. P. mendocina was sensitive to most of the antibiotics, and its resistance to CHL, MIN, and TIC/CLA was intermediate. Additionally, gyrB was the resistance gene, and mdtA2, mdtA3, mdaB, and emrK1 were closely related to the drug resistance of P. mendocina. Our results show the biochemical properties of P. mendocina in isolated aquaculture water, and provide a new perspective for P. mendocina involved in the biological removal of plastics or microplastics in freshwater aquaculture farms.","Yan K., Wei S., Wang H.",10.14715/cmb/2024.70.5.4,Cellular And Molecular Biology
Biofilm Enhances The Interactive Effects Of Microplastics And Oxytetracycline On Zebrafish Intestine,"The enhanced adsorption of pollutants on biofilm-developed microplastics has been proved in many studies, but the ecotoxicological effects of biofilm-developed microplastics on organisms are still unclear. In this study, adult zebrafish were exposed to original microplastics, biofilm-developed microplastics, original microplastics absorbed with oxytetracycline (OTC), and biofilm-developed microplastics absorbed with OTC for 30 days. The intestinal histological damage, intestinal biomarker response, gut microbiome and antibiotic resistance genes (ARGs) profile of zebrafish were measured to explore the roles of biofilm in the effects of microplastics. The results showed that biofilm-developed microplastics significantly increased the number of goblet cells in intestinal epithelium compared with the control group. The biofilm-developed microplastics also induced the oxidative response in the zebrafish intestines, and biofilm changed the response mode in the combined treatment with OTC. Additionally, the biofilm-developed microplastics caused intestinal microbiome dysbiosis, and induced the abundance of some pathogenic genera increasing by several times compared with the control group and the original microplastics treatments, regardless of OTC adsorption. Furthermore, the abundance of ARGs in biofilm-developed microplastics increased significantly compared with the control and the original microplastic treatments. This study emphasized the significant influence and unique role of biofilm in microplastic studies.","Yu Z., Qiu D., Zhou T., Zeng L., Yan C.",10.1016/j.aquatox.2024.106905,Aquatic Toxicology
Integrative Conjugative Elements Mediate The High Prevalence Of Tmexcd3-Toprj1B In Proteus Spp. Of Animal Source,"Integrative conjugative elements (ICEs) are important mobile elements that are associated with the dissemination of antibiotic resistance genes (ARGs) in Proteus. Recent studies demonstrated that the tigecycline resistance gene cluster tmexCD-toprJ has emerged in ICEs of Proteus. However, the prevalence of tmexCD-toprJ positive Proteus from animal sources is unclear. To cover the gap, a total of 762 Proteus spp. were isolated from animal source from six provinces of China to identify the tmexCD-toprJ positive isolates. Eight tmexCD-toprJ positive isolates were identified,with the tmexCD-toprJ positive rate of 1.05% against all Proteus spp. and 2.79% against ICE-bearing Proteus spp. The tmexCD-toprJ gene cluster in these Proteus spp. were tmexCD3-toprJ1b and all of them were carried by ICEs. Genetic structure analysis showed that tmexCD3-toprJ1b-bearing ICEs were complicated and plastic, but the tmexCD3-toprJ1b was specificallyintegrated into variable region III (VRIII) of ICEs with the help of integrases. Furthermore, we found that the umuC gene, which is presented in VRIII of ICEs and other genetic structures of many other bacterial genomes, was a hotspot for the integration of tmexCD-toprJ-bearing potential mobile elements. In summary, our results suggested that Proteus were important reservoirs for tmexCD-toprJ due to the high prevalence of ICEs. Therefore, continuous surveillance of ICEs-associated ARGs in Proteus is necessary and significantfor controlling their future transmission.","Peng K., Li Y., Wang Q., Yang P., Wang Z., Li R.",10.1128/msystems.00429-23,Msystems
Effects Of Aging Of Polyethylene Microplastics And Polystyrene Nanoplastics On Antibiotic Resistance Gene Transfer During Primary Sludge Fermentation,"The increasing presence of nano and microplastics (NPs/MPs) in wastewater treatment plants and their inevitable accumulation in the sludge has raised serious concerns in recent years. This study investigated the effects of pristine and aged polyethylene microplastics (PEMPs), polystyrene nanoplastics (PsNPs), and their mixtures on the primary sludge fermentation process. Pristine MPs/NPs (150 μg/L and 2 g/L for PsNPs and PEMPs, respectively) underwent two weeks of weathering in the presence of humic and alginic acids. The results from a batch fermentation experiment (15 days, pH 10) revealed that the exposure to aged PEMPs/PsNPs experienced greater VFA production than pristine samples. Notably, the aged PEMPs/PsNPs mixture showed a 23.12% increase in VFA production over the pristine mixture. The relative abundance and total concentration of antibiotic resistance genes (ARGs) increased in all PEMPs/PsNPs batches compared to the control, with the most significant rise in total ARGs observed in the aged PEMPs sample. Aged PEMPs exhibited a 26.22-fold increase in tetA genes, while aged mix samples showed a 19.68-fold increase in tetM genes compared to their pristine counterparts. Both pristine and aged PEMPs/PsNPs, particularly the aged PEMPs adversely affected the microbial communities at the genus level and altered the microbial structure. Microbial richness and diversity were enhanced in samples exposed to pristine PEMPs/PsNPs and aged PsNPs but decreased in aged PEMPs and in the aged mixture group, suggesting a negative impact of aged polyethylene microplastics on microbial communities. Correlation analysis suggested that phyla Planctomycetes, Proteobacteria, and TM7 are potential hosts of ARGs. These findings manifest the substantial effects of aged nano/microplastics compared to their pristine forms, emphasizing the complex interplay between various forms of PEMPs/PsNPs and microbial dynamics in sludge fermentation processes.","Saila R., Dhar B.R.",10.1016/j.scitotenv.2024.177589,Science Of The Total Environment
Photochemistry Of Microplastics-Derived Dissolved Organic Matter: Reactive Species Generation And Organic Pollutant Degradation,"Dissolved organic matter (DOM) originating from microplastics (MPs-DOM) is increasingly recognized as a substantial component of aquatic DOM. The photochemistry of MPs-DOM, essential for understanding its environmental fate and impacts, remains largely unexplored. This study investigates the photochemical behaviors of MPs-DOM derived from two common plastics: polystyrene (PS) and polyvinyl chloride (PVC), which represent aromatic and aliphatic plastics, respectively. Spectral and high-resolution mass spectrometry analyses demonstrated that photoreactions preferentially targeted poly-aromatic compounds within the MPs-DOM, leading to degradation products that predominantly form N-aliphatic/lipid-like substances. This transformation is characterized by decreased aromaticity and unsaturation. Additionally, irradiation of MPs-DOM generated reactive species (RS), including triplet intermediates ((3)DOM*) and singlet oxygen ((1)O(2)), with apparent quantum yields of 0.06–0.16 % and 0.16–0.35 %, respectively—values considerably lower than those for conventional DOM (1.19–1.56 % for (3)DOM* and 1.34–1.90 % for (1)O(2)). Despite this, the RS generated from MPs-DOM significantly enhance the degradation of coexisting organic pollutants, such as antibiotic resistance genes (ARGs). The findings shed light on the photoinduced transformation of MPs-DOM and suggest that MPs-DOM functions as a natural photocatalyst, mediating redox reactions of pollutants in sunlit aquatic settings. This highlights its previously underestimated role in natural attenuation and aquatic photochemistry.","Zhang J., Hou X., Zhang K., Xiao Q., Gardea-Torresdey J.L., Zhou X., Yan B.",10.1016/j.watres.2024.122802,Water Research
"Prevalence Of Pharmaceuticals And Personal Care Products, Microplastics And Co-Infecting Microbes In The Post-Covid-19 Era And Its Implications On Antimicrobial Resistance And Potential Endocrine Disruptive Effects","The COVID-19 (coronavirus disease 2019) pandemic's steady condition coupled with predominance of emerging contaminants in the environment and its synergistic implications in recent times has stoked interest in combating medical emergencies in this dynamic environment. In this context, high concentrations of pharmaceutical and personal care products (PPCPs), microplastics (MPs), antimicrobial resistance (AMR), and soaring coinfecting microbes, tied with potential endocrine disruptive (ED) are critical environmental concerns that requires a detailed documentation and analysis. During the pandemic, the identification, enumeration, and assessment of potential hazards of PPCPs and MPs and (used as anti-COVID-19 agents/applications) in aquatic habitats have been attempted globally. Albeit receding threats in the magnitude of COVID-19 infections, both these pollutants have still posed serious consequences to aquatic ecosystems and the very health and hygiene of the population in the vicinity. The surge in the contaminants post-COVID also renders them to be potent vectors to harbor and amplify AMR. Pertinently, the present work attempts to critically review such instances to understand the underlying mechanism, interactions swaying the current health of our environment during this post-COVID-19 era. During this juncture, although prevention of diseases, patient care, and self-hygiene have taken precedence, nevertheless antimicrobial stewardship (AMS) efforts have been overlooked. Unnecessary usage of PPCPs and plastics during the pandemic has resulted in increased emerging contaminants (i.e., active pharmaceutical ingredients and MPs) in various environmental matrices. It was also noticed that among COVID-19 patients, while the bacterial co-infection prevalence was 0.2–51%, the fungi, viral, protozoan and helminth were 0.3–49, 1–22, 2–15, 0.4–15% respectively, rendering them resistant to residual PPCPs. There are inevitable chances of ED effects from PPCPs and MPs applied previously, that could pose far-reaching health concerns. Furthermore, clinical and other experimental evidence for many newer compounds is very scarce and demands further research. Pro-active measures targeting effective waste management, evolved environmental policies aiding strict regulatory measures, and scientific research would be crucial in minimizing the impact and creating better preparedness towards such events among the masses fostering sustainability.","Kumar M., Mazumder P., Silori R., Manna S., Panday D.P., Das N., Sethy S.K., Kuroda K., Mahapatra D.M., Mahlknecht J., Tyagi V.K., Singh R., Zang J., Barceló D.",10.1016/j.scitotenv.2023.166419,Science Of The Total Environment
Co-Existence Of Polyethylene Microplastics And Tetracycline On Soil Microbial Community And Args,"Microplastics are plastic particles with particle size less than 5 mm in the environment. As an emerging organic pollutant, the presence of microplastics in the soil environment has been widely noticed. Also, due to the overuse of antibiotics, a large amount of antibiotics that cannot be fully absorbed by humans and livestock enter the soil environment in the form of urine or manure, making the soils suffer from serious antibiotic contamination problems. To address the environmental problems of microplastics and antibiotic contamination in soils, this study was conducted to investigate the effects of PE microplastics on antibiotic degradation, microbial community characteristics and ARGs in tetracycline-contaminated soils. The results showed that the addition of PE microplastics inhibited the degradation of tetracycline, and significantly increased the organic carbon content and decreased the neutral phosphatase activity. The addition of PE microplastics significantly reduced the alpha diversity of soil microbial community. Compared to the single tetracycline contamination. In addition, combined contamination with PE microplastics and tetracycline significantly affected bacterial genera such as Aeromicrobium, Rhodococcus, Mycobacterium and Intrasporangium. Metagenome sequencing studies revealed that the addition of PE microplastics inhibited the dissipation of ARGs in tetracycline-contaminated soils. There were strong positive correlations between Multidrug, Aminoglycoside and Clycopeptide resistance genes and Chloroflexi and Proteobacteria in tetracycline contaminated soils, and there was a strong positive correlation between Aminoglycoside resistance genes and Actinobacteria in combined contamination of PE microplastics and tetracycline. This study will provide some data support for the current environmental risk assessment of the coexistence of multiple contaminants in soil.","Ya H., Zhang T., Xing Y., Lv M., Wang X., Jiang B.",10.1016/j.chemosphere.2023.139082,Chemosphere
"Effects Of Polypropylene Microplastics On Digestion Performance, Microbial Community, And Antibiotic Resistance During Microbial Anaerobic Digestion","As an emerging pollutant, microplastics (MPs) have attracted increasing attention worldwide. The effects of polypropylene (PP) MPs on digestion performance, behaviors of dominant microbial communities, antibiotic resistance genes (ARGs) and mobile genetic elements in microbial anaerobic digesters were investigated. The results showed that the addition of PP-MPs to digesters led to an increase in methane production of 10.8% when 300 particles/g TSS of PP-MPs was introduced compared with that in digester not treated with PP-MPs. This increase was attributed to the enrichment of acetogens such as Syntrophobacter (42.0%), Syntrophorhabdus (27.0%), and Syntrophomonas (10.6%), and methanogens including Methanobacterium and Methanosaeta. tetX was highly enriched due to PP-MP exposure, whereas parC exhibited the greatest increase (35.5% – 222.7%). Horizontal gene transfer via ISCR1 and intI1 genes might play an important role in the spread of ARGs. Overall, these findings provide comprehensive insight into the ecological dynamics of PP-MPs during microbial anaerobic digestion.","Xiao Y., Qin Y., Jiang X., Gao P.",10.1016/j.biortech.2024.131358,Bioresource Technology
Antimicrobial Activity Of Amphiphilic Triazole-Linked Polymers Derived From Renewable Sources,"Conventional engineered polymers are strong, stable, and can interact desirably within the human body in implants and medical devices. However, bacterial colonization of medical devices and implants constructed from these materials results in numerous hospital acquired infections (HAI) and deaths each year. Polytriazole based plastics containing triazole rings and fatty acid derivatives have been synthesized from biological sources without catalysts or solvents. In this study, three amphiphilic polytriazoles with varying triazole density and hydrophilic/hydrophobic segments demonstrated broad spectrum, contact antimicrobial properties against both Gram positive and negative bacteria. SEM analysis of bacteria killed by these polymers evidence membrane damage, indicating that these polymers act by direct contact with bacterial membranes. Surface hydrophobicity of these polymers increased with increasing triazole group density, which also improved the antimicrobial efficacy. This work demonstrates that amphiphilic polytriazoles have antimicrobial properties and that future utilization of triazole modified polymers may produce self-sterilizing materials which resist bacterial contamination and formation of antibiotic resistant organisms, ideal characteristics for medically relevant biomaterials.","Floros M.C., Bortolatto J.F., Oliveira O.B., Salvador S.L., Narine S.S.",10.1021/acsbiomaterials.5b00412,Acs Biomaterials Science And Engineering
Water And Health: From Environmental Pressures To Integrated Responses,"The water-related exposome is a significant determinant of human health. The disease burden through water results from water-associated communicable and non-communicable diseases and is influenced by water pollution with chemicals, solid waste (mainly plastics), pathogens, insects and other disease vectors. This paper analyses a range of water practitioner-driven health issues, including infectious diseases and chemical intoxication, using the conceptual framework of Drivers, Pressures, State, Impacts, and Responses (DPSIR), complemented with a selective literature review. Pressures in the environment result in changes in the State of the water body: chemical pollution, microbiological contamination and the presence of vectors. These and other health hazards affect the State of human health. The resulting Impacts in an exposed population or affected ecosystem, in turn incite Responses. Pathways from Drivers to Impacts are quite divergent for chemical pollution, microbiological contamination and the spread of antimicrobial resistance, in vectors of disease and for the combined effects of plastics. Potential Responses from the water sector, however, show remarkable similarities. Integrated water management interventions have the potential to address Drivers, Pressures, Impacts, and State of several health issues at the same time. Systematic and integrated planning and management of water resources, with an eye for human health, could contribute to reducing or preventing negative health impacts and enhancing the health benefits.","Boelee E., Geerling G., Van Der Zaan B., Blauw A., Vethaak A.D.",10.1016/j.actatropica.2019.03.011,Acta Tropica
Mg(2+)-Dependent Mechanism Of Environmental Versatility In A Multidrug Efflux Pump,"Tripartite resistance nodulation and cell division multidrug efflux pumps span the periplasm and are major drivers of multidrug resistance among gram-negative bacteria. Cations, such as Mg2+, become concentrated within the periplasm and, in contrast to the cytoplasm, its pH is sensitive to conditions outside the cell. Here, we reveal an interplay between Mg2+ and pH in modulating the structural dynamics of the periplasmic adapter protein, AcrA, and its function within the prototypical AcrAB-TolC multidrug pump from Escherichia coli. In the absence of Mg2+, AcrA becomes increasingly plastic within acidic conditions, but when Mg2+ is bound this is ameliorated, resulting instead in domain specific organization. We establish a unique histidine residue directs these dynamics and is essential for sustaining pump activity across acidic, neutral, and basic regimes. Overall, we propose Mg2+ conserves AcrA structural mobility to ensure optimal AcrAB-TolC function within rapidly changing environments commonly faced during bacterial infection and colonization.","Russell Lewis B., Uddin M.R., Kuo K.M., Shah L.M.N., Harris N.J., Booth P.J., Hammerschmid D., Gumbart J.C., Zgurskaya H.I., Reading E.",10.1016/j.str.2024.12.012,"Structure (London, England : 1993)"
Microbial Communities In Biosolids-Amended Soils: A Critical Review Of High-Throughput Sequencing Approaches,"Sustainable reuse of treated wastewater sludge or biosolids in agricultural production requires comprehensive understanding of their risks and benefits. Microbes are central mediators of many biosolids-associated risks and benefits, however understanding of their responses to biosolids remains minimal. Application of biosolids to soils amounts to a coalescence of two distinct microbial communities adapted to vastly different matrices. High-throughput DNA and RNA sequencing (HTS) approaches are required to accurately describe the compositional and functional outcomes of this process as they currently provide the highest possible resolution to deal with complex community-scale phenomena. Furthermore, linkage of HTS data to physicochemical and functional data can reveal biotic and abiotic drivers of coalescence, impacts of biosolids-borne contaminants and the collective downstream implications for soil and plant health. Here we review the current body of literature examining microbial communities in biosolids-amended soils using HTS of total community DNA and RNA. We provide a critical synthesis of soil microbial community composition and functional responses, the physical, chemical and biological drivers of these responses, and the influence of three major biosolids-borne anthropogenic contaminants of concern; antimicrobials and antimicrobial resistance genes, plastics, and per- and polyfluoroalkyl substances (PFAS). Finally, we identify methodological limitations and outstanding research questions precluding a holistic understanding of microbial responses in biosolids-amended soils and envision future research whereby sequence-based microbial ecology is integrated with soil, plant, and contaminant data to preserve soil health, support plant productivity, and remediate contaminants.","Reid C.J., Farrell M., Kirby J.K.",10.1016/j.jenvman.2025.124203,Journal Of Environmental Management
In Treacherous Waters: Detection Of Colistin-Resistant Bacteria In Water And Plastic Litter From A Recreational Estuary,"Colistin resistance poses a major therapeutic challenge and resistant strains have now been reported worldwide. However, the occurrence of such bacteria in aquatic environments is considerably less understood. This study aimed to isolate and characterize colistin-resistant strains from water and plastic litter collected in an urban recreational estuary. Altogether, 64 strains with acquired colistin resistance were identified, mainly Acinetobacter spp. and Enterobacter spp. From these, 40.6% were positive for at least one mcr variant (1-9), 26.5% harbored, extended-spectrum beta-lactamases, 23.4% harbored, sulfonamide resistance genes, and 9.3% harbored, quinolone resistance genes. merA, encoding mercury resistance, was detected in 10.5% of these strains, most of which were also strong biofilm producers. The minimum inhibitory concentration toward colistin was determined for the mcr-positive strains and ranged from 2 to ≥512 μg ml(-1). Our findings suggest that Gram-negative bacteria highly resistant to a last-resort antimicrobial can be found in recreational waters and plastic litter, thereby evidencing the urgency of the One Health approach to mitigate the antimicrobial resistance crisis.","Alves G.D.S.O., Canellas A.L.B., Gallo M.N., Vinzon S.B., Laport M.S.",10.1093/lambio/ovae082,Letters In Applied Microbiology
Can Low-Temperature Thermal Hydrolysis Mitigate The Oxidative Stress Of Polystyrene Nanoplastics On Anaerobic Digestion?,"The presence of micro/nanoplastics (MPs/NPs) in sewage sludge has sparked considerable apprehensions over their potential negative effects on anaerobic digestion (AD) performance. The occurrence of MPs/NPs can trigger oxidative stress on the anaerobic microbiome, leading to potential inhibition of the AD process. While the thermal hydrolysis process (THP) is an extensively utilized sludge pretreatment method for AD, its impact on stress induced by MPs/NPs during AD remains poorly understood. In this study, we assessed the impacts of low-temperature THP (90 °C, 90 min) on AD of sewage sludge in the presence of 150 μg/L of polystyrene nanoplastics (PsNPs) under different solid retention times (SRTs) of 20, 15, and 10 d. The presence of PsNPs resulted in a higher reactive oxygen species (ROS) production and a higher abundance of antibiotic resistance genes (ARGs). Additionally, their presence caused a significant inhibition of methane production by 28.2%, 29.3%, and 38.8% for SRTs of 20, 15, and 10 d, respectively. Introducing low-temperature THP prior to the AD could partially recover methane production by mitigating ROS-induced stress and curbing the propagation of ARGs during the AD process. These results shed light on the potential benefits of THP and further optimization opportunities in alleviating the adverse effects of MPs/NPs-induced stress during sewage sludge AD.","Azizi S.M.M., Dhar B.R.",10.1016/j.chemosphere.2024.141516,Chemosphere
