Title,Abstract,Authors,DOI,Journal
[Biological Characteristics And Genomic Information Of A Bacteriophage Against Pan-Drug Resistant Klebsiella Pneumoniae In A Burn Patient And Its Effects On Bacterial Biofilm],"Objective: To isolate a bacteriophage against pan-drug resistant Klebsiella pneumoniae in a burn patient, and to study its biological characteristics, genomic information, and effects on bacterial biofilm. Methods: (1) In 2018, pan-drug resistant Klebsiella pneumoniae UA168 (hereinafter referred to as the host bacteria) solution isolated from the blood of a burn patient in Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine (hereinafter referred to as Ruijin Hospital) was used to isolate and purify the bacteriophage against pan-drug resistant Klebsiella pneumoniae from the sewage of Ruijin Hospital with sewage co-culture method, drip plate method, and double-agar plate method. The bacteriophage was named as phage KP168 and the plaque morphology was observed. (2) The phage KP168 solution was taken for cesium chloride density gradient centrifugation and dialysis, and then the morphology of phage KP168 was observed through transmission electron microscope after phosphotungstic acid negative staining. (3) The phage KP168 solution was taken to determine the lytic ability of the phage KP168 against 20 strains of pan-drug resistant Klebsiella pneumoniae isolated from the burned patients' blood in Ruijin Hospital by the drip plate method, and then the lysis rate was calculated. (4) The phage KP168 solution at a initial titer of 9.3×10(11) plaque-forming unit (PFU)/mL (400 μL per tube) and the host bacteria solution at a concentration of 1×10(9) colony-forming unit (CFU)/mL (4 mL per tube) were conventionally shaking cultured together for 4 hours at multiplicity of infection (MOI) of 10.000, 1.000, 0.100, 0.010, or 0.001, respectively (1 tube per MOI). The titer of phage KP168 was measured by the double-agar plate method (the measurement method was the same below) to select the optimal MOI. The experiment was repeated three times. (5) The host bacteria solution at a concentration of 1×10(9) CFU/mL (4 mL per tube) and the phage KP168 solution at an adjusted titer of 5×10(7) PFU/mL (400 μL per tube) were mixed at the MOI of 0.005. The plaques were counted 0 (immediately), 1, 2, 3, 4, 5, 15, and 30 minutes (1 tube at each time point) after mixing by the double-agar plate method (the counting method was the same below), and the percentage of adsorbed phages was calculated to screen for the optimal adsorption time. The experiment was repeated three times. (6) The host bacteria solution at a concentration of 1×10(9) CFU/mL (300 μL per tube) and the phage KP168 solution at a titer of 5×10(8) PFU/mL (60 μL per tube) were mixed at MOI of 0.005 and conventionally shaking cultured after standing for the optimal adsorption time. The phage KP168 titer was measured 0 (immediately), 10, 20, 30, 40, 50, 60, 70, 80, 90, and 100 minutes after culture, and a one-step growth curve was drawn. The experiment was repeated three times. (7) The phage KP168 solution at a titer of 2.5×10(10) PFU/mL was left to stand for 1 hour at 37, 40, 50, 60, or 70 ℃ (3 tubes at each time point, 1 mL per tube) for counting the plaques, and then the thermal stability curve was drawn. SM buffer at a pH values of 5.0, 6.0, 7.0, 7.4, 8.0, 9.0, or 10.0 were added to the phage KP168 solution at a titer of 3.0×10(10) PFU/mL, respectively. The mixed solution was left to stand for 1 hour at 37 ℃ (3 tubes of each pH, each tube containing 100 μL phage KP168 solution and 900 μL SM buffer), and then the plaques were counted, and an acid-base stability curve was drawn. (8) The phage KP168 solution was taken for DNA extraction and sequencing after dialysis as in experiment (2). The whole genome was annotated with Prokka to obtain the coding sequence of phage KP168. Nucleotide's BLAST function was used to proceed nucleic acid sequence alignment for finding a known phage with the highest similarity to the phage KP168 nucleic acid sequence, and Blastx function was used to translate the coding sequence into protein for its function prediction. The comparison with Antibiotic Resistance Genes Database and Virulence Factors Database was proceeded. (9) In a 96-well plate, at a MOI of 1.000, 0.100, 0.010 or 0.001 (3 wells per MOI), 20 μL phage KP168 solution at a initial titer of 5.8×10(10) PFU/mL was added to 200 μL host bacteria solution at a concentration of 1.5×10(8) CFU/mL (the same concentration below) for co-cultivation for 48 hours. After 200 μL host bacteria solution was left to stand for 48 hours, 20 μL phage KP168 solution at a titer of 1×10(6,) 1×10(7,) 1×10(8,) 1×10(9,) or 1×10(10) PFU/mL (3 wells per titer) was added respectively for action for 4 hours. In both experiments, 200 μL host bacteria solution added with 20 μL SM buffer (3 wells) acted as a negative control, and 220 μL LB culture medium (3 wells) acted as a blank control. Absorbance values were measured by a microplate reader, and inhibition/destruction rates of biofilm were calculated. The experiments were both repeated three times. Results: (1) The plaques of phage KP168 successfully isolated and purified were transparent and round, and its diameter was approximately 1.5 mm. (2) The phage KP168 has a regular polyhedron structure with a diameter of about 50 nm and without a tail. (3) The phage KP168 could lyse 13 of 20 strains of Klebsiella pneumoniae from burned patients, with a lysis rate of 65.0%. (4) When MOI was 1.000, the titer was the highest after co-culturing the phage KP168 with the host bacteria for 4 hours, which was the optimal MOI. (5) After the mixing of the phage KP168 with the host bacteria for 4 minutes, the percentage of the adsorbed phage reached the highest, which was the optimal adsorption time. (6) The one-step growth curve showed that during the lysis of the host bacteria by phage KP168, the incubation period was about 10 minutes, and the lysis period was about 40 minutes. (7) With the condition of 40 ℃ or pH 7.4, the number of plaques and the activity of phage KP168 reached the highest. (8) The genome of phage KP168 was a linear double-stranded DNA with a length of 40 114 bp. There were 48 possible coding sequences. It had the highest similarity to Klebsiella phage_vB_Kp1. The most similar known proteins corresponding to the translated proteins of coding sequences contained 23 hypothetical proteins and 25 proteins with known functions. No resistance genes or virulence factor genes were found. The GeneBank accession number was KT367885. (9) After 48 hours of co-cultivation of the phage KP168 and the host bacteria at each MOI, the inhibition rates of biofilm were similar, with an average of about 45%. After the phage KP168 with a titer of 1×10(9) PFU/mL acted on the biofilm formed by the host bacteria for 4 h, the destruction rate of biofilm was the highest, reaching an average of 42%. Conclusions: In this study, a bacteriophage against pan-drug resistant Klebsiella pneumoniae from a burn patient, phage KP168, is isolated from sewage, which belongs to the tailless phage. It has a wide host spectrum, short adsorption time, and short incubation period, with certain thermal and acid-base stability. Its genomic information is clear, and it does not contain resistance genes or virulence factor genes. It also has an inhibitory effect on the formation of bacterial biofilm and a destructive effect on the formed bacterial biofilm.","Z Y Qi, S Y Yang, S W Dong, F F Zhao, J H Qin, J Xiang",10.3760/cma.j.issn.1009-2587.2020.01.004,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Analysis Of Drug Resistance Of Acinetobacter Baumannii In Wound Of Children With Traffic Injury And Its Relationship With Antibiotic Use],"Objective: To know the drug resistance of Acinetobacter baumannii (AB) in wound of children with traffic injury and its relationship with antibiotic use. Methods: Wound exudate of 226 children with traffic injury admitted to our unit from January 2010 to December 2015 were collected. API bacteria identification panels and fully automatic microbiological identification system were used to identify pathogens. Kirby-Bauer paper disk diffusion method was used to detect the drug resistance of pathogens to 18 antibiotics including amoxycillin/clavulanic acid, piperacillin/tazobactam, and imipenem. The detection situation of pathogen of children's wounds and drug resistance of detected AB to 18 antibiotics in each year were collected. Forty-six AB positive children (2 children excluded) were divided into imipenem-resistant group (IR, n=19) and non imipenem-resistant group (NIR, n=25) according to whether AB was 100% resistant to imipenem. Drug resistance of AB in wounds of children to 18 antibiotics in two groups was compared. The antibiotic use of AB positive children was collected, and the antibiotic use intensity of children in two groups was compared. Data were processed with Fisher's exact test, independent sample t test, and corrected t test. Results: (1) The detection rates of pathogen in wounds of children in 2010-2015 were 95.6% (43/45), 89.8% (53/59), 81.3% (148/182), 81.1% (107/132), 81.6% (120/147), and 77.5% (62/80), respectively, showing a trend of decreasing year by year. A total of 665 strains and 75 pathogens were detected, and the top 5 pathogens with detection rate from high to low were AB, Pseudomonas aeruginosa, Enterobacter cloacae, Staphylococcus epidermidis, and Escherichia coli, respectively. (2) Drug resistance rates of AB to amoxycillin/clavulanic acid, cefazolin, aztreonam, and piperacillin were all 100%, while AB was 100% sensitive to polymyxin, and the total drug resistance rates of AB to the other 13 antibiotics were all above 50%. The drug resistance rate of AB in wounds of children to piperacillin was higher than that to piperacillin/tazobactam in 2010-2015. (3) Except for imipenem, amoxycillin/clavulanic acid, cefazolin, aztreonam, piperacillin, and polymyxin, the drug resistance rates of AB in wounds of children in group IR to the other 12 antibiotics were higher than those in group NIR (with P values below 0.01). Besides, AB strains in wounds of children in group IR were completely resistant to at least 3 kinds of antibiotics including carbapenems, aminoglycosides, and quinolones, so that they were multidrug-resistant AB. (4) A total of 32 antibiotics were used in 46 AB positive children, and the 10-top-used antibiotics with use intensity from high to low were cefoperazone/sulbactam, piperacillin/tazobactam, cefazolin, imipenem, ceftizoxime, amoxycillin/clavulanate, ceftazidime, cefepime, amoxycillin/sulbactam, and cefmetazole, respectively. (5) Twenty-one antibiotics were not included in the comparison because of their small amount of usage. For the other 11 antibiotics, only the use intensity of metronidazole of children in two groups was statistically different (t=-3.104, P<0.05). There was no statistically significant difference in total antibiotic use of children in two groups (t=0.368, P>0.05). Conclusions: AB is one of the main pathogens in wounds of children with traffic injury, with high drug resistant rate. The high intensity of antibiotic use may lead to its drug resistance. In this study, the top-used antibiotics were in accord with AB resistant drugs, indicating a lack of normative use of antibiotics.","S Liu, C Wang, Y X Fu",10.3760/cma.j.issn.1009-2587.2017.07.002,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Analysis Of Distribution And Drug Resistance Of Pathogens Of Burn Patients During 9 Years],"Objective: To investigate distribution and drug resistance of pathogens of burn patients. Methods: A total of 3 357 strains were cultured and isolated from 25 286 specimens of wounds excretion, deep venous catheters, venous blood, stool, mid-stream urine, sputum, puncture fluid, and throat swab of 11 510 burn patients hospitalized in our burn wards from January 2007 to December 2015. After being identified by API bacteria identification panels and automatically bacteria identification equipment, drug-resistances of Staphylococcus aureus, Pseudomonas aeruginosa, Acinetobacter baumannii, and Klebsiella pneumoniae to 28 common antibiotics were tested by drug sensitivity test with K-B paper disk diffusion method. The WHONET 5.6 software was used to analyze constituent ratio of gram-negative bacteria and gram-positive bacteria in each year, distribution of pathogens in each year, and drug resistance of the above-mentioned 4 pathogens in 9 years to 28 common antibiotics. Data were analyzed by the linear model curve fitting. Results: (1) From 2007 to 2015, constituent ratios of gram-negative bacteria were respectively 41.22% (101/245), 41.88% (165/394), 45.92% (169/368), 42.54% (208/489), 52.35% (267/510), 56.89% (194/341), 58.99% (210/356), 56.95% (172/302), and 50.28% (177/352), with significantly increasing trend (R(2)=0.625, P<0.05); constituent ratios of gram-positive bacteria were respectively 58.78% (144/245), 58.12% (229/394), 54.08% (199/368), 57.46% (281/489), 47.65% (243/510), 43.11% (147/341), 41.01% (146/356), 43.05% (130/302), 49.72% (175/352), with significantly decreasing trend (R(2)=0.625, P<0.05). In 9 years, constituent ratio of Staphylococcus aureus ranked the first in all bacteria, and constituent ratios of Pseudomonas aeruginosa and Klebsiella pneumoniae were with significantly increasing trend (R(2)=0.811, 0.778, P<0.01). (2) In 9 years, drug-resistant rates of Staphylococcus aureus to gentamycin and rifampicin were with significantly decreasing trend (R(2)=0.727, 0.766, P<0.01); drug-resistant rates of Staphylococcus aureus to phosphonomycin were always in lower levels of 4.6% to 19.5%. In 9 years, drug-resistant rates of Pseudomonas aeruginosa to ceftazidime and ciprofloxacin had no significant change in trend (R(2)=0.023, <0.001, P>0.05), while drug-resistant rates of Pseudomonas aeruginosa to other 10 common antibiotics were with significantly increasing trend (R(2)=0.764, 0.793, 0.785, 0.768, 0.752, 0.749, 0.789, 0.786, 0.706, 0.629, P<0.01). In 9 years, drug-resistant rate of Acinetobacter baumannii to ampicillin/sulbactam was with significantly decreasing trend (R(2)=0.652, P<0.01), and drug-resistant rate of Acinetobacter baumannii to amikacin was with significantly increasing trend ( R(2)=0.531, P<0.05). In 9 years, drug-resistant rates of Klebsiella pneumoniae to piperacillin, ampicillin/sulbactam, cefuroxime, ceftazidime, cefotaxime, cefepime, imipenem, meropenem, amikacin, and gentamicin were with obviously increasing trend (R(2)=0.481, 0.672, 0.694, 0.532, 0.810, 0.641, 0.809, 0.709, 0.579, 0.810, P<0.05 or P<0.01). Conclusions: Constituent ratios of gram-positive bacteria of Pseudomonas aeruginosa and Klebsiella pneumoniae of burn patients hospitalized in our burn wards from 2007 to 2015 were significantly increased, while constituent ratios of Staphylococcus aureus of those children always ranked the first. Drug-resistence of bacteria of those children in our burn wards was serious. Drug-resistant rate of Staphylococcus aureus only to phosphonomycin was always in lower level. Drug-resistant rates of Pseudomonas aeruginosa to 10 common antibiotics except ceftazidime and ciprofloxacin were significantly increased. Drug-resistant rate of Acinetobacter baumannii only to ampicillin/sulbactam was significantly decreased. Drug-resistant rates of Klebsiella pneumoniae to most common antibiotics were significantly increased.","Y Dou, Q Zhang",10.3760/cma.j.issn.1009-2587.2018.03.008,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Analysis Of Genomic Information And Biological Characteristics Of A Bacteriophage Against Methicillin-Resistant Staphylococcus Aureus In Patients With Median Sternal Incision Infection],"Objective: To isolate and purify a bacteriophage against methicillin-resistant Staphylococcus aureus (MRSA), and to analyze its genomic information and biological characteristics. Methods: The experimental research methods were adopted. MRSA (hereinafter referred to as host bacteria) solution was collected from the wound of a 63-year-old female patient with the median sternum incision infection admitted to the Second Affiliated Hospital of Army Medical University (the Third Military Medical University). The bacteriophage, named bacteriophage SAP23 was isolated and purified from the sewage of the Hospital by sewage co-culture method and double-layer agar plate method, and the plaque morphology was observed. The morphology of bacteriophage SAP23 was observed by transmission electron microscope after phosphotungstic acid negative staining. The whole genome of bacteriophage SAP23 was sequenced with NovaSeq PE15 platform after its DNA was prepared by sodium dodecyl sulfonate/protease cleavage scheme, and genomic analysis including sequence assembly, annotation, and phylogenetic tree were completed. The bacteriophage SAP23 solution was co-incubated with the host bacterial solution for 4 h at the multiplicity of infection (MOI) of 10.000 0, 1.000 0, 0.100 0, 0.010 0, 0.001 0, and 0.000 1, respectively, and then the bacteriophage titer was measured by the drip plate method to select the optimal MOI, with here and the following sample numbers of 3. The bacteriophage SAP23 solution was co-incubated with the host bacterial solution at the optimal MOI for 5, 10, and 15 min, respectively, and the bacteriophage titer was measured by the same method as mentioned above to select the optimal adsorption time. After the bacteriophage SAP23 solution was co-incubated with the host bacterial solution at the optimal MOI for the optimal adsorption time, the bacteriophage titers were measured by the same method as mentioned above at 0 (immediately), 5, 10, 15, 20, 30, 40, 50, 60, 80, 100, and 120 min after culture, respectively, and a one-step growth curve was drawn. The bacteriophage SAP23 solution was incubated at 4, 37, 50, 60, 70, and 80 ℃ and pH 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, and 12 for 1 h, respectively, to determine its stability. A total of 41 MRSA strains stored in the Department of Microbiology of Army Medical University (the Third Military Medical University) were used to determine the host spectrum of bacteriophage SAP23. Results: The bacteriophage SAP23 could form a transparent plaque on the host bacteria double-layer agar plate. The bacteriophage SAP23 has a polyhedral head with (88±4) nm in diameter and a tail with (279±21) nm in length and (22.6±2.6) nm in width. The bacteriophage SAP23 has a linear, double-stranded DNA with a full length of 151 618 bp and 11 681 bp long terminal repeats sequence in the sequence ends. There were 220 open reading frames predicted and the bacteriophage could encode 4 transfer RNAs, while no resistance genes or virulence factors were found. The annotation function of bacteriophage SAP23 genes could be divided into 5 groups. The GenBank accession number was MZ427930. According to the genomic collinearity analysis, there were 5 local collinear blocks in the whole genome between the bacteriophage SAP23 and the chosen 6 Staphylococcus bacteriophages, while within or outside the local collinear region, there were still some differences. The bacteriophage SAP23 belonged to the Herelleviridae family, Twortvirinae subfamily, and Kayvirus genus. The optimal MOI of bacteriophage SAP23 was 0.010 0, and the optimal adsorption time was 10 min. The bacteriophage SAP23 had a latent period of 20 min, and a growth phase of 80 min. The bacteriophage SAP23 was able to remain stable at the temperature between 4 and 37 ℃ and at the pH values between 4 and 9. The bacteriophage SAP23 could lyse 3 of the 41 tested MRSA strains. Conclusions: The bacteriophage SAP23 is a member of the Herelleviridae family, Twortvirinae subfamily, and Kayvirus genus. The bacteriophage SAP23 has a good tolerance for temperature and acid-base and a short latent period, and can lyse MRSA effectively. The bacteriophage SAP23 is a new type of potent narrow-spectrum bacteriophage without virulence factors and resistance genes.","J Zhang, R S Yan, Z C Yang, X Shi, X Li, T C Mao, Y M Zhang",10.3760/cma.j.cn501120-20211130-00400,Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi
Antimicrobial Drug Resistance In Fish Pathogens,"Major concerns surround the use of antimicrobial agents in farm-raised fish, including the potential impacts these uses may have on the development of antimicrobial-resistant pathogens in fish and the aquatic environment. Currently, some antimicrobial agents commonly used in aquaculture are only partially effective against select fish pathogens due to the emergence of resistant bacteria. Although reports of ineffectiveness in aquaculture due to resistant pathogens are scarce in the literature, some have reported mass mortalities in Penaeus monodon larvae caused by Vibrio harveyi resistant to trimethoprim-sulfamethoxazole, chloramphenicol, erythromycin, and streptomycin. Genetic determinants of antimicrobial resistance have been described in aquaculture environments and are commonly found on mobile genetic elements which are recognized as the primary source of antimicrobial resistance for important fish pathogens. Indeed, resistance genes have been found on transferable plasmids and integrons in pathogenic bacterial species in the genera Aeromonas, Yersinia, Photobacterium, Edwardsiella, and Vibrio. Class 1 integrons and IncA/C plasmids have been widely identified in important fish pathogens (Aeromonas spp., Yersinia spp., Photobacterium spp., Edwardsiella spp., and Vibrio spp.) and are thought to play a major role in the transmission of antimicrobial resistance determinants in the aquatic environment. The identification of plasmids in terrestrial pathogens (Salmonella enterica serotypes, Escherichia coli, and others) which have considerable homology to plasmid backbone DNA from aquatic pathogens suggests that the plasmid profiles of fish pathogens are extremely plastic and mobile and constitute a considerable reservoir for antimicrobial resistance genes for pathogens in diverse environments.","Miller, Ra; Harbottle, H",10.1128/microbiolspec.ARBA-0017-2017,Microbiology Spectrum
Molecular Detection Of The Beta-Lactamase Cefotaxime Gene In Escherichia Coli From The Reproductive Tract Of Bali Cattle With Repeat Breeder Cases On Lombok Island,"This study aims to detect Escherichia coli which encodes beta-lactamase Cefotaxime (blaCTX-M) gene from the reproductive tract of Bali cattle with repeat breeder cases. This research was conducted from June to August 2021 using 16 Bali cattle with repeat breeder cases. The reproductive fluids were taken using a plastic sheet gun which was inserted into a Brain Heart Infusion medium, isolated in eosin-methylene blue agar (EMB) and identified using biochemical tests. Antibiotic susceptibility testing of E. coli was carried out using the disc diffusion method. Double-disk approximation test was used to screen the presence of E. coli which produces Extended-spectrum beta-lactamase. The polymerase chain reaction (PCR) method was used to detect the blaCTX-M gene of E. coli and sequences of the blaCTX-M gene were phylogenetically analyzed. The research results obtained three E. coli isolates from 16 reproductive tract fluids of Bali cattle. Antibiotic sensitivity tests showed that 100% of E. coli was resistant to penicillin G and oxytetracycline. 66.66% of E. coli was resistant to cefotaxime (CTX) and gentamicin, and 33.33% of E. coli was resistant to tetracycline. Escherichia coli isolates that were resistant to penicillin and CTX showed positive results in the double-disk approximation test. The results of E. coli detection using PCR showed that three E. coli isolates encoded the blaCTX-M gene located at 370 bp on gel electrophoresis. The results of the phylogenetic analysis showed that E. coli from the reproductive tract of Bali cattle was related to E. coli that encoded blaCTX-M-14 14 isolated from humans. (c) 2024 Urmia University. All rights reserved.","Kholik, K; Srianto, P; Aulanni'Am, A; Madyawati, Sp",10.30466/vrf.2024.2014818.4056,Veterinary Research Forum
Wastes And Surfaces As Reservoir Of Antibiotic Resistant Bacteria In Nigeria,"Introduction: Acquisition of community-associated methicillin resistant Staphylococcus aureus (MRSA) and extended spectrum beta-lactamase (ESBL) producing Gram negative bacteria from environmental sources and surfaces is widely reported in Nigeria. Objectives: A study was designed to assess the role of discharged environmental wastes, hands and frequently shared and touched surfaces as potential reservoirs of antibiotic resistant pathogens. Methods: A total of 818 samples of wastes which include sewage, sullage, diapers, food remnants, sands, plastics, water sachets, and swabs of restroom floors, corridors, door handle, bowls and hands of vulnerable and non vulnerable children (VC and NVC) were analyzed and susceptibility of isolates recovered from them to different antibiotics were determined. The moderately resistant S. aureus and Gram negative bacilli were further screened for methicilin resistance and ESBL production. Results: Result showed that sewage, sullage, diapers, food remnants and restroom floors were frequently contaminated with PPB that are highly and moderately resistant to penicillins and flouroquinolones. Nearly all the isolates were susceptible to a carbapenem and cephalosporins. Hands and high-touch surfaces of VC such as bowl were contaminated with E. coli, S. aureus and K. pneumoniae. No ESBL-E. coli was isolated from all the samples. Two ESBL-K.pneumoniae, 2 MRSA and 1 ESBL- P. aeruginosa were recovered from VC bowls, sewage, sullage, and diapers. Conclusion: Sewage, sullage, some solid wastes, restroom floors, VC's hand, and their bowl serve as potential reservoir for some resistant bacteria.","Yusuf I., Muhammad Damji Z., Danladi Shuaibu M., Hamza N., Abdullahi Bako N.",10.1186/s13756-021-00974-z0,Antimicrobial Resistance And Infection Control
"Antimicrobial Susceptibility Pattern Of Bacterial Isolates And Associated Factors For Bacteriuria Among Cancer Patients Attending Ocean Road Cancer Institute, Tanzania","Background: Cancer patients are among people at high risk of infection with antibiotic-resistant bacteria causing bacteriuria as a consequence of cancer-induced immunosuppression and complex cancer treatments. Methodology: A hospital-based cross-sectional study involving the quantitative method of data collection was carried out to determine the prevalence of bacteriuria, antibacterial susceptibility pattern of the causative isolates and associated risk factors among cancer patients attending Ocean Road Cancer Institute. A convenient sampling technique was used to obtain 422 cancer patients. A urine sample was collected to establish the prevalence of bacteriuria and the antibacterial susceptibility pattern of the isolates. Interviews were carried out with study participants using a questionnaire to collect social-demographic data. A clinical record collection form was used to collect clinical data of each participant. Data analysis was performed using descriptive statistics (mean, frequencies and proportions) and binary logistic regression by using SPSS software version 20. Results: The prevalence of bacteriuria among asymptomatic and symptomatic cancer patients was 3.6% and 14.0%, respectively. Escherichia coli accounted for a large proportion of all Gram-negative bacteria isolates (53%). The other Gram-negative bacteria were Pseudomonas species (16%), Acinetobacter species (15%), Klebsiella species (10%), Enterobacter species (3%), Proteus mirabilis (1.5%), and Aeromonas species (1.5%). Enterococcus species contributed roughly two-thirds of all Gram-positive bacteria isolates (67%). Multidrug resistance (MDR) was found in 27 (75%) of Escherichia coli isolates. The factors associated with bacteriuria in cancer patients were sex, patients’ settings, history of antibiotic use and occupation. Conclusion: Bacteriuria, particularly that caused by MDR Escherichia coli, is common among cancer patients at Ocean Road Cancer Institute and is associated with sex, patients’ settings and occupation.","Abdallah M., Mauki I.I., Lyamuya E.",10.4314/thrb.v25i1.11,Tanzania Journal Of Health Research
Surveillance Of Gram-Positive Cocci Infections And Drug Resistance,"In this study, the prevalence of gram-positive cocci isolates and the characteristics of multiple drug resistances in patients were investigated. Antibiotic resistances were determined in the clinical microbiology laboratory with the methodology of the CLSI (2012). The software WHONET5.4 and SPSS13.0 were used for statistical analysis. There were a total of 6211 gram-positive cocci isolates, comprised of 2255 (36.3%) coagulase (-) staphylococci, 1277 (20.6%) staphylococci aureus, 1109 (17.9%) enterococcus faecalis, and 1045 (16.8%) enterococcus faecium. The proportion of Methicillin resistant staphylococcus aureus (MRSA) was 16.6% (212/1277). Methicillin resistant coagulase (-) staphylococci (MRCNS) was 14.1% (318/2255). There were no strains in isolated enterococci resistant to vancomycin, teicoplanin and linezolid. Among the majority of all monitored antibiotics, methicillin resistant staphylococci has much higher drug resistance rate than methicillin sensitive staphylococci (p<0.05). Enterococcus faecalis has higher multiple drug resistant rate than enterococcus faecium (p<0.01). This research may support the clinicians in prescribing antibiotics properly.","Li G., Hou S., Li Y., Liu S., Teng D., Hou D.",10.14715/cmb/2015.61.4.15,Cellular And Molecular Biology
Analysis Of Distribution And Drug Resistance Of Pathogens In Burned Patients,"Objective • To provide guidance for the rational usage of antibiotics, reduction of drug-resistant strains and hospital infection control by investigating the distribution and drug resistance of pathogens isolated from burned patients. Methods • Isolates from burned patients of Ruijin Hospital, Shanghai Jiao Tong University School of Medicine between Jan. 2016 and Dec. 2017 were collected. The VITEK 2 Compact automatic microbial analysis system and K-B disc diffusion method were used for antimicrobial susceptibility test. Statistical analysis was performed to investigate the type of specimens and strains and the resistance rates of major pathogens. Chi-square test was used to compare the changes of the detection rates and drug resistance rates of major pathogens between 2016-2017 and 2013-2014. Results • A total of 1 053 isolates were isolated, and most of them (73.88%) were from wounds. Among them, 609 (57.83%) isolates were gram-negative bacilli (G-B), 422 (40.08%) were gram-positive cocci (G+C) and 9 (0.85%) were fungi. The most common pathogen of G-B was Klebsiella pneumoniae (218, 20.70%) in 2016-2017, the proportion of which was significantly higher than that in 2013-2014 (114, 10.72%) (P=0.000). The most common pathogen of G+C was Staphylococcus aureus (210, 19.94%), the proportion of which was significantly higher than that in 2013-2014 (200, 18.81%) (P=0.009). K. pneumoniae showed low resistance only to piperacillin/tazobactam, cefoperazone/sulbactam, imipenem, meropenem, fosfomycin and tigecycline (<60%), but high resistance to ampicillin and cefazolin (>90%). The resistance rates of K. pneumoniae to ceftazidime, cefepime, imipenem, meropenem and amikacin in 2016-2017 were significantly higher than those in 2013-2014 (P<0.05). S. aureus was only resistant highly to penicillin (94.63%) and 100% susceptible to vancomycin and linezolid. The proportion of methicillin-resistant S. aureus (MRSA) was 59.05% in 2016-2017, which had no statistical difference compared with that in 2013-2014 (P=0.412). Conclusion • The most two prevalent isolates from burned patients were K. pneumoniae and S. aureus with multi-drug resistance. Improved management and rational use of antibiotics can reduce the incidence of antibiotic resistant pathogens, and it's still important to keep routine surveillance on pathogens isolated from burned patients for control and prevention of nosocomial infections.","Xu Z.-P., Wang S., Mi C.-R., Han L.-Z., Wang W.-K.",10.3969/j.issn.1674-8115.2019.03.013,Journal Of Shanghai Jiaotong University (Medical Science)
Analysis Of Distribution And Drug Resistance Of Pathogenic Bacteria In Burn Wards,"Objective: To analyze changes in the type distribution and drug resistance of pathogenic bacteria isolated from burn wards and to provide evidence for rational use of antibiotics, reduction of drug-resistant isolates, and hospital infection control. Methods: Isolates from burn patients were collected from January 2011 to December 2014. Statistical analysis of infection sources, type distribution, and changes in resistance rates of main pathogens during the four year period was performed. Results: A total of 2 399 isolates were collected, including 1 286 (53.61%) gram-negative bacilli (G-b), 1 088 (45.35%) gram-positive cocci (G+c), and 25 (1.04%) fungi. The most common G-b pathogens were Pseudomonas aeruginosa (447, 34.76%) and Acinetobacter baumannii (369, 28.69%). The most common G(+)c pathogen and fungus were Staphylococcus aureus (489, 44.94%) and Candida albicans (8, 33.33%), respectively. In the last two years, the detection rates of S.aureus and A.baumannii were significantly lower and the detection rate of P.aeruginosa was significantly higher than those in the first two years (P<0.05). P.aeruginosa and A.baumannii showed high resistance (>80%) to the third and fourth generation cephalosporins, carbapenems, aminoglycosides and quinolones, but the changes were not statistically significant (P>0.05). S.aureus was only highly resistant to penicillin (97.58%) and was 100% susceptible to vancomycin. Its resistance rates toward cefazolin, ampicillin/sulbactam, gentamicin, levofloxacin, and rifampin decreased significantly (P<0.05). The detection rate of methicillin-resistant S. aureus (MRSA) dropped from 72.28% to 63.00%. Conclusion: Many types of drug resistant bacteria were detected in burn wards. The drug resistance problem was serious. Improving management and rational use of antibiotics can reduce the occurrence of drug-resistant bacteria and increase the efficacy of clinical anti-infective treatment and nosocomial infection control.","Xu Z.-P., Wang S., Han L.-Z., Wang W.-K.",10.3969/j.issn.1674-8115.2017.04.021,Journal Of Shanghai Jiaotong University (Medical Science)
